,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,8189,
'0:0:0.05,8187,
'0:0:0.1,8187,
'0:0:0.15,8187,
'0:0:0.2,8185,
'0:0:0.25,8182,
'0:0:0.3,8176,
'0:0:0.35,8172,
'0:0:0.4,8176,
'0:0:0.45,8182,
'0:0:0.5,8187,
'0:0:0.55,8193,
'0:0:0.6,8196,
'0:0:0.65,8198,
'0:0:0.7,8201,
'0:0:0.75,8200,
'0:0:0.8,8195,
'0:0:0.85,8190,
'0:0:0.9,8191,
'0:0:0.95,8197,
'0:0:1.0,8203,
'0:0:1.05,8210,
'0:0:1.1,8218,
'0:0:1.15,8227,
'0:0:1.2,8237,
'0:0:1.25,8251,
'0:0:1.3,8264,
'0:0:1.35,8281,
'0:0:1.4,8304,
'0:0:1.45,8339,
'0:0:1.5,8368,
'0:0:1.55,8393,
'0:0:1.6,8411,
'0:0:1.65,8430,
'0:0:1.7,8449,
'0:0:1.75,8467,
'0:0:1.8,8480,
'0:0:1.85,8494,
'0:0:1.9,8506,
'0:0:1.95,8522,
'0:0:2.0,8537,
'0:0:2.05,8551,
'0:0:2.1,8561,
'0:0:2.15,8572,
'0:0:2.2,8586,
'0:0:2.25,8604,
'0:0:2.3,8622,
'0:0:2.35,8639,
'0:0:2.4,8650,
'0:0:2.45,8660,
'0:0:2.5,8668,
'0:0:2.55,8667,
'0:0:2.6,8649,
'0:0:2.65,8614,
'0:0:2.7,8580,
'0:0:2.75,8547,
'0:0:2.8,8518,
'0:0:2.85,8484,
'0:0:2.9,8453,
'0:0:2.95,8424,
'0:0:3.0,8402,
'0:0:3.05,8381,
'0:0:3.1,8362,
'0:0:3.15,8341,
'0:0:3.2,8324,
'0:0:3.25,8308,
'0:0:3.3,8294,
'0:0:3.35,8280,
'0:0:3.4,8269,
'0:0:3.45,8262,
'0:0:3.5,8261,
'0:0:3.55,8261,
'0:0:3.6,8256,
'0:0:3.65,8251,
'0:0:3.7,8247,
'0:0:3.75,8247,
'0:0:3.8,8243,
'0:0:3.85,8236,
'0:0:3.9,8229,
'0:0:3.95,8223,
'0:0:4.0,8222,
'0:0:4.05,8219,
'0:0:4.1,8212,
'0:0:4.15,8207,
'0:0:4.2,8205,
'0:0:4.25,8204,
'0:0:4.3,8203,
'0:0:4.35,8203,
'0:0:4.4,8201,
'0:0:4.45,8197,
'0:0:4.5,8193,
'0:0:4.55,8188,
'0:0:4.6,8182,
'0:0:4.65,8175,
'0:0:4.7,8171,
'0:0:4.75,8170,
'0:0:4.8,8173,
'0:0:4.85,8178,
'0:0:4.9,8185,
'0:0:4.95,8194,
'0:0:5.0,8204,
'0:0:5.05,8218,
'0:0:5.1,8229,
'0:0:5.15,8239,
'0:0:5.2,8250,
'0:0:5.25,8264,
'0:0:5.3,8277,
'0:0:5.35,8290,
'0:0:5.4,8298,
'0:0:5.45,8306,
'0:0:5.5,8313,
'0:0:5.55,8323,
'0:0:5.6,8333,
'0:0:5.65,8342,
'0:0:5.7,8348,
'0:0:5.75,8356,
'0:0:5.8,8366,
'0:0:5.85,8376,
'0:0:5.9,8384,
'0:0:5.95,8392,
'0:0:6.0,8400,
'0:0:6.05,8410,
'0:0:6.1,8419,
'0:0:6.15,8423,
'0:0:6.2,8423,
'0:0:6.25,8419,
'0:0:6.3,8412,
'0:0:6.35,8400,
'0:0:6.4,8384,
'0:0:6.45,8366,
'0:0:6.5,8349,
'0:0:6.55,8335,
'0:0:6.6,8325,
'0:0:6.65,8312,
'0:0:6.7,8301,
'0:0:6.75,8291,
'0:0:6.8,8284,
'0:0:6.85,8275,
'0:0:6.9,8267,
'0:0:6.95,8259,
'0:0:7.0,8252,
'0:0:7.05,8250,
'0:0:7.1,8255,
'0:0:7.15,8261,
'0:0:7.2,8260,
'0:0:7.25,8258,
'0:0:7.3,8258,
'0:0:7.35,8256,
'0:0:7.4,8250,
'0:0:7.45,8238,
'0:0:7.5,8225,
'0:0:7.55,8212,
'0:0:7.6,8203,
'0:0:7.65,8192,
'0:0:7.7,8180,
'0:0:7.75,8170,
'0:0:7.8,8165,
'0:0:7.85,8161,
'0:0:7.9,8157,
'0:0:7.95,8151,
'0:0:8.0,8147,
'0:0:8.05,8149,
'0:0:8.1,8157,
'0:0:8.15,8167,
'0:0:8.2,8171,
'0:0:8.25,8171,
'0:0:8.3,8171,
'0:0:8.35,8173,
'0:0:8.4,8176,
'0:0:8.45,8176,
'0:0:8.5,8176,
'0:0:8.55,8177,
'0:0:8.6,8184,
'0:0:8.65,8194,
'0:0:8.7,8201,
'0:0:8.75,8207,
'0:0:8.8,8212,
'0:0:8.85,8221,
'0:0:8.9,8230,
'0:0:8.95,8240,
'0:0:9.0,8247,
'0:0:9.05,8254,
'0:0:9.1,8262,
'0:0:9.15,8273,
'0:0:9.2,8283,
'0:0:9.25,8290,
'0:0:9.3,8297,
'0:0:9.35,8306,
'0:0:9.4,8317,
'0:0:9.45,8330,
'0:0:9.5,8336,
'0:0:9.55,8339,
'0:0:9.6,8342,
'0:0:9.65,8345,
'0:0:9.7,8348,
'0:0:9.75,8344,
