Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
3408	-48	-320	17024	-2.928	-19.520	1038.464	-240	
8396	-48	-352	16976	-2.928	-21.472	1035.536	-208	
13381	-16	-304	16976	-0.976	-18.544	1035.536	-240	
18366	-64	-320	16992	-3.904	-19.520	1036.512	-192	
23352	-32	-304	17024	-1.952	-18.544	1038.464	-208	
28337	-48	-256	17040	-2.928	-15.616	1039.440	-208	
33322	-64	-368	16992	-3.904	-22.448	1036.512	-224	
38306	-48	-368	17056	-2.928	-22.448	1040.416	-304	
43495	-48	-336	17056	-2.928	-20.496	1040.416	-208	
48279	-32	-320	17024	-1.952	-19.520	1038.464	-240	
53263	-48	-336	17008	-2.928	-20.496	1037.488	-240	
58249	-48	-352	17056	-2.928	-21.472	1040.416	-224	
63234	-80	-352	17024	-4.880	-21.472	1038.464	-256	
68220	-32	-336	17008	-1.952	-20.496	1037.488	-192	
73205	-16	-400	17008	-0.976	-24.400	1037.488	-224	
78191	-48	-256	16960	-2.928	-15.616	1034.560	-240	
83176	0	-320	16992	0.000	-19.520	1036.512	-256	
88162	-64	-368	17008	-3.904	-22.448	1037.488	-304	
93148	-16	-288	16960	-0.976	-17.568	1034.560	-208	
98134	-80	-320	16992	-4.880	-19.520	1036.512	-304	
103118	-64	-288	16992	-3.904	-17.568	1036.512	-224	
108103	-48	-288	16976	-2.928	-17.568	1035.536	-160	
113089	-80	-304	16960	-4.880	-18.544	1034.560	-256	
118074	-48	-368	16992	-2.928	-22.448	1036.512	-192	
123062	-32	-320	17008	-1.952	-19.520	1037.488	-208	
128047	-48	-304	16992	-2.928	-18.544	1036.512	-256	
133032	-64	-320	17008	-3.904	-19.520	1037.488	-240	
138018	-48	-304	17024	-2.928	-18.544	1038.464	-320	
143004	-32	-320	16976	-1.952	-19.520	1035.536	-176	
147990	-96	-336	16992	-5.856	-20.496	1036.512	-240	
152976	-64	-304	17056	-3.904	-18.544	1040.416	-256	
157962	-64	-352	17056	-3.904	-21.472	1040.416	-224	
162947	-48	-336	17008	-2.928	-20.496	1037.488	-240	
167933	-64	-368	16992	-3.904	-22.448	1036.512	-144	
172919	0	-320	17056	0.000	-19.520	1040.416	-192	
177902	-112	-256	16976	-6.832	-15.616	1035.536	-240	
182888	-32	-336	16992	-1.952	-20.496	1036.512	-240	
187875	-16	-320	17024	-0.976	-19.520	1038.464	-320	
192860	-16	-320	17024	-0.976	-19.520	1038.464	-224	
197845	-80	-256	17072	-4.880	-15.616	1041.392	-272	
202830	-16	-288	17008	-0.976	-17.568	1037.488	-240	
207816	-48	-352	17056	-2.928	-21.472	1040.416	-208	
212802	0	-320	16944	0.000	-19.520	1033.584	-256	
217788	-48	-336	16992	-2.928	-20.496	1036.512	-176	
222774	-48	-336	17024	-2.928	-20.496	1038.464	-224	
227759	-32	-336	17024	-1.952	-20.496	1038.464	-208	
232745	-112	-320	16960	-6.832	-19.520	1034.560	-272	
237730	-48	-320	16992	-2.928	-19.520	1036.512	-320	
242714	-48	-320	16992	-2.928	-19.520	1036.512	-256	
247700	-48	-320	16992	-2.928	-19.520	1036.512	-256	
252687	0	-304	17040	0.000	-18.544	1039.440	-240	
257672	-48	-304	17040	-2.928	-18.544	1039.440	-192	
262657	0	-256	17024	0.000	-15.616	1038.464	-272	
267643	-128	-304	17024	-7.808	-18.544	1038.464	-144	
272628	-64	-320	17008	-3.904	-19.520	1037.488	-256	
277611	-96	-352	16992	-5.856	-21.472	1036.512	-256	
282599	-48	-320	17008	-2.928	-19.520	1037.488	-320	
287584	-48	-272	17056	-2.928	-16.592	1040.416	-384	
