Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
4332	-400	368	16256	-24.400	22.448	991.616	-1216	
9335	-384	352	16208	-23.424	21.472	988.688	-1216	
14336	-352	400	16192	-21.472	24.400	987.712	-1200	
19338	-304	368	16144	-18.544	22.448	984.784	-1216	
24340	-304	320	16256	-18.544	19.520	991.616	-1200	
29343	-416	432	16336	-25.376	26.352	996.496	-1216	
34344	-432	416	16224	-26.352	25.376	989.664	-1216	
39345	-416	432	16192	-25.376	26.352	987.712	-1232	
44347	-368	448	16208	-22.448	27.328	988.688	-1232	
49348	-352	416	16304	-21.472	25.376	994.544	-1216	
54351	-368	368	16160	-22.448	22.448	985.760	-1216	
59353	-352	352	16208	-21.472	21.472	988.688	-1232	
64354	-352	384	16208	-21.472	23.424	988.688	-1184	
69356	-384	416	16240	-23.424	25.376	990.640	-1232	
74358	-384	416	16224	-23.424	25.376	989.664	-1200	
79360	-384	400	16160	-23.424	24.400	985.760	-1248	
84362	-416	288	16192	-25.376	17.568	987.712	-1232	
89364	-416	320	16240	-25.376	19.520	990.640	-1216	
94366	-432	384	16256	-26.352	23.424	991.616	-1200	
99368	-368	320	16240	-22.448	19.520	990.640	-1248	
104371	-352	304	16272	-21.472	18.544	992.592	-1216	
109373	-368	368	16128	-22.448	22.448	983.808	-1200	
114374	-368	400	16208	-22.448	24.400	988.688	-1184	
119375	-384	416	16240	-23.424	25.376	990.640	-1232	
124377	-288	384	16256	-17.568	23.424	991.616	-1200	
129379	-384	400	16208	-23.424	24.400	988.688	-1152	
134381	-368	384	16208	-22.448	23.424	988.688	-1216	
139382	-336	384	16192	-20.496	23.424	987.712	-1232	
144384	-384	320	16240	-23.424	19.520	990.640	-1216	
149385	-400	400	16224	-24.400	24.400	989.664	-1248	
154388	-384	384	16192	-23.424	23.424	987.712	-1168	
159391	-352	352	16240	-21.472	21.472	990.640	-1200	
164394	-352	384	16256	-21.472	23.424	991.616	-1184	
169397	-384	304	16240	-23.424	18.544	990.640	-1216	
174399	-384	352	16208	-23.424	21.472	988.688	-1184	
179401	-400	384	16240	-24.400	23.424	990.640	-1216	
184403	-400	336	16224	-24.400	20.496	989.664	-1200	
189405	-384	384	16240	-23.424	23.424	990.640	-1168	
194406	-352	368	16272	-21.472	22.448	992.592	-1200	
199407	-288	304	16272	-17.568	18.544	992.592	-1184	
204409	-400	352	16256	-24.400	21.472	991.616	-1216	
209411	-304	320	16208	-18.544	19.520	988.688	-1168	
214413	-432	320	16256	-26.352	19.520	991.616	-1200	
219416	-368	336	16224	-22.448	20.496	989.664	-1216	
224417	-368	320	16240	-22.448	19.520	990.640	-1200	
229418	-368	352	16192	-22.448	21.472	987.712	-1184	
234421	-336	336	16256	-20.496	20.496	991.616	-1184	
239422	-400	368	16224	-24.400	22.448	989.664	-1200	
244423	-384	336	16208	-23.424	20.496	988.688	-1200	
249425	-336	400	16272	-20.496	24.400	992.592	-1232	
254427	-352	432	16192	-21.472	26.352	987.712	-1184	
259429	-384	384	16240	-23.424	23.424	990.640	-1216	
264430	-352	336	16288	-21.472	20.496	993.568	-1216	
269432	-368	304	16240	-22.448	18.544	990.640	-1216	
274433	-432	352	16208	-26.352	21.472	988.688	-1216	
279434	-432	384	16176	-26.352	23.424	986.736	-1184	
284437	-416	400	16208	-25.376	24.400	988.688	-1216	
289439	-352	400	16240	-21.472	24.400	990.640	-1216	
294440	-320	400	16256	-19.520	24.400	991.616	-1216	
299442	-400	432	16208	-24.400	26.352	988.688	-1232	
304442	-336	400	16160	-20.496	24.400	985.760	-1216	
309445	-400	352	16192	-24.400	21.472	987.712	-1184	
314447	-320	304	16208	-19.520	18.544	988.688	-1184	
319448	-368	336	16208	-22.448	20.496	988.688	-1184	
324451	-368	400	16256	-22.448	24.400	991.616	-1184	
329453	-352	336	16240	-21.472	20.496	990.640	-1168	
334455	-368	368	16224	-22.448	22.448	989.664	-1216	
339455	-368	336	16224	-22.448	20.496	989.664	-1200	
344459	-368	400	16208	-22.448	24.400	988.688	-1200	
349462	-384	336	16240	-23.424	20.496	990.640	-1168	
354465	-400	464	16208	-24.400	28.304	988.688	-1184	
359470	-320	368	16224	-19.520	22.448	989.664	-1200	
364473	-368	304	16208	-22.448	18.544	988.688	-1200	
369475	-368	384	16224	-22.448	23.424	989.664	-1184	
374478	-320	352	16256	-19.520	21.472	991.616	-1200	
379483	-384	256	16368	-23.424	15.616	998.448	-1184	
384485	-528	224	16544	-32.208	13.664	1009.184	-1216	
389487	-592	160	16432	-36.112	9.760	1002.352	-1168	
394488	-432	384	15968	-26.352	23.424	974.048	-1200	
399490	-144	608	15968	-8.784	37.088	974.048	-1200	
404491	48	688	16048	2.928	41.968	978.928	-1168	
409494	-32	608	15824	-1.952	37.088	965.264	-1232	
414496	-240	384	15888	-14.640	23.424	969.168	-1232	
419498	-512	192	16304	-31.232	11.712	994.544	-1248	
424501	-624	176	16640	-38.064	10.736	1015.040	-1232	
429503	-640	240	16688	-39.040	14.640	1017.968	-1216	
434504	-544	288	16416	-33.184	17.568	1001.376	-1216	
439506	-384	304	16224	-23.424	18.544	989.664	-1216	
444509	-352	352	16208	-21.472	21.472	988.688	-1200	
449511	-336	400	16208	-20.496	24.400	988.688	-1200	
454512	-272	464	16144	-16.592	28.304	984.784	-1152	
459514	-208	464	16032	-12.688	28.304	977.952	-1184	
464514	-224	432	16000	-13.664	26.352	976.000	-1184	
469516	-272	432	16112	-16.592	26.352	982.832	-1216	
474518	-320	416	16304	-19.520	25.376	994.544	-1184	
479521	-448	384	16400	-27.328	23.424	1000.400	-1184	
484523	-496	384	16288	-30.256	23.424	993.568	-1184	
489525	-464	304	16224	-28.304	18.544	989.664	-1216	
494526	-432	320	16336	-26.352	19.520	996.496	-1184	
499527	-384	400	16336	-23.424	24.400	996.496	-1184	
504531	-336	432	16320	-20.496	26.352	995.520	-1184	
509533	-352	464	16144	-21.472	28.304	984.784	-1200	
514534	-304	432	16048	-18.544	26.352	978.928	-1184	
519536	-304	352	16048	-18.544	21.472	978.928	-1216	
524539	-272	400	16160	-16.592	24.400	985.760	-1216	
529540	-320	320	16256	-19.520	19.520	991.616	-1200	
534541	-384	288	16352	-23.424	17.568	997.472	-1232	
539543	-400	352	16272	-24.400	21.472	992.592	-1200	
544545	-432	352	16272	-26.352	21.472	992.592	-1216	
549548	-448	384	16240	-27.328	23.424	990.640	-1264	
554551	-400	416	16288	-24.400	25.376	993.568	-1232	
559555	-352	400	16256	-21.472	24.400	991.616	-1216	
564558	-288	416	16224	-17.568	25.376	989.664	-1216	
569562	-304	480	16160	-18.544	29.280	985.760	-1232	
574566	-336	416	16224	-20.496	25.376	989.664	-1216	
579570	-384	368	16176	-23.424	22.448	986.736	-1216	
584572	-384	416	16176	-23.424	25.376	986.736	-1216	
589574	-432	368	16256	-26.352	22.448	991.616	-1200	
594576	-416	336	16288	-25.376	20.496	993.568	-1200	
599578	-384	400	16256	-23.424	24.400	991.616	-1232	
604580	-416	320	16272	-25.376	19.520	992.592	-1232	
609582	-368	368	16224	-22.448	22.448	989.664	-1200	
614584	-384	400	16192	-23.424	24.400	987.712	-1232	
619586	-352	352	16192	-21.472	21.472	987.712	-1200	
624586	-320	400	16208	-19.520	24.400	988.688	-1232	
629590	-320	320	16272	-19.520	19.520	992.592	-1216	
634592	-352	368	16256	-21.472	22.448	991.616	-1248	
639593	-416	272	16208	-25.376	16.592	988.688	-1232	
644596	-400	320	16176	-24.400	19.520	986.736	-1216	
649598	-368	384	16256	-22.448	23.424	991.616	-1232	
654599	-368	384	16256	-22.448	23.424	991.616	-1184	
659599	-416	384	16240	-25.376	23.424	990.640	-1184	
664603	-384	432	16256	-23.424	26.352	991.616	-1232	
669605	-336	336	16208	-20.496	20.496	988.688	-1216	
674607	-336	368	16224	-20.496	22.448	989.664	-1216	
679609	-384	352	16192	-23.424	21.472	987.712	-1200	
684611	-384	384	16240	-23.424	23.424	990.640	-1232	
689609	-336	352	16272	-20.496	21.472	992.592	-1216	
694612	-384	288	16208	-23.424	17.568	988.688	-1232	
699615	-368	432	16256	-22.448	26.352	991.616	-1200	
704617	-368	432	16208	-22.448	26.352	988.688	-1216	
709619	-400	416	16208	-24.400	25.376	988.688	-1184	
714621	-368	368	16208	-22.448	22.448	988.688	-1200	
719623	-336	336	16240	-20.496	20.496	990.640	-1216	
724625	-320	416	16208	-19.520	25.376	988.688	-1184	
729629	-400	384	16224	-24.400	23.424	989.664	-1200	
734632	-384	336	16224	-23.424	20.496	989.664	-1216	
739635	-352	304	16144	-21.472	18.544	984.784	-1216	
744639	-400	336	16256	-24.400	20.496	991.616	-1232	
749643	-416	336	16224	-25.376	20.496	989.664	-1216	
754646	-368	384	16224	-22.448	23.424	989.664	-1216	
759648	-400	368	16256	-24.400	22.448	991.616	-1216	
764650	-320	352	16240	-19.520	21.472	990.640	-1200	
769652	-336	400	16256	-20.496	24.400	991.616	-1232	
774655	-352	336	16224	-21.472	20.496	989.664	-1216	
779658	-384	384	16272	-23.424	23.424	992.592	-1232	
784658	-400	256	16288	-24.400	15.616	993.568	-1200	
789662	-336	336	16208	-20.496	20.496	988.688	-1184	
794665	-352	384	16240	-21.472	23.424	990.640	-1216	
799667	-368	432	16208	-22.448	26.352	988.688	-1184	
804670	-384	304	16176	-23.424	18.544	986.736	-1216	
809672	-368	320	16176	-22.448	19.520	986.736	-1184	
814674	-432	272	16224	-26.352	16.592	989.664	-1184	
819676	-352	256	16192	-21.472	15.616	987.712	-1216	
824679	-352	272	16224	-21.472	16.592	989.664	-1232	
829682	-320	304	16240	-19.520	18.544	990.640	-1232	
834686	-352	384	16224	-21.472	23.424	989.664	-1232	
839689	-416	368	16208	-25.376	22.448	988.688	-1200	
844693	-336	352	16224	-20.496	21.472	989.664	-1216	
849696	-416	368	16240	-25.376	22.448	990.640	-1200	
854700	-320	400	16224	-19.520	24.400	989.664	-1200	
859705	-384	384	16192	-23.424	23.424	987.712	-1168	
864708	-400	384	16256	-24.400	23.424	991.616	-1216	
869711	-384	368	16256	-23.424	22.448	991.616	-1184	
874715	-400	400	16224	-24.400	24.400	989.664	-1200	
879719	-384	400	16224	-23.424	24.400	989.664	-1232	
884720	-352	400	16192	-21.472	24.400	987.712	-1200	
889720	-352	400	16224	-21.472	24.400	989.664	-1216	
894725	-304	384	16192	-18.544	23.424	987.712	-1200	
899727	-336	400	16192	-20.496	24.400	987.712	-1184	
904729	-368	416	16272	-22.448	25.376	992.592	-1232	
909732	-416	432	16208	-25.376	26.352	988.688	-1232	
914733	-400	288	16240	-24.400	17.568	990.640	-1200	
919735	-400	384	16256	-24.400	23.424	991.616	-1216	
924737	-384	272	16208	-23.424	16.592	988.688	-1200	
929738	-384	368	16224	-23.424	22.448	989.664	-1200	
934738	-352	384	16240	-21.472	23.424	990.640	-1264	
939742	-304	336	16224	-18.544	20.496	989.664	-1216	
944742	-336	320	16208	-20.496	19.520	988.688	-1200	
949744	-384	400	16208	-23.424	24.400	988.688	-1200	
954747	-368	384	16192	-22.448	23.424	987.712	-1216	
959748	-368	368	16240	-22.448	22.448	990.640	-1200	
964749	-368	384	16256	-22.448	23.424	991.616	-1200	
969751	-336	336	16256	-20.496	20.496	991.616	-1232	
974754	-416	336	16224	-25.376	20.496	989.664	-1168	
