,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,347,883
'0:0:0.05,330,871
'0:0:0.1,333,867
'0:0:0.15,353,864
'0:0:0.2,356,863
'0:0:0.25,342,863
'0:0:0.3,348,864
'0:0:0.35,382,884
'0:0:0.4,429,890
'0:0:0.45,466,889
'0:0:0.5,469,911
'0:0:0.55,451,921
'0:0:0.6,423,924
'0:0:0.65,389,928
'0:0:0.7,384,940
'0:0:0.75,375,960
'0:0:0.8,336,986
'0:0:0.85,316,1012
'0:0:0.9,329,1076
'0:0:0.95,329,1099
'0:0:1.0,306,1095
'0:0:1.05,316,1132
'0:0:1.1,338,1161
'0:0:1.15,346,1180
'0:0:1.2,351,1207
'0:0:1.25,382,1230
'0:0:1.3,398,1254
'0:0:1.35,387,1256
'0:0:1.4,384,1284
'0:0:1.45,389,1320
'0:0:1.5,394,1329
'0:0:1.55,393,1340
'0:0:1.6,375,1339
'0:0:1.65,353,1353
'0:0:1.7,343,1392
'0:0:1.75,344,1431
'0:0:1.8,359,1470
'0:0:1.85,350,1484
'0:0:1.9,337,1529
'0:0:1.95,319,1580
'0:0:2.0,299,1625
'0:0:2.05,302,1677
'0:0:2.1,314,1688
'0:0:2.15,329,1682
'0:0:2.2,337,1687
'0:0:2.25,362,1702
'0:0:2.3,413,1721
'0:0:2.35,445,1706
'0:0:2.4,438,1714
'0:0:2.45,407,1732
'0:0:2.5,373,1710
'0:0:2.55,370,1703
'0:0:2.6,382,1693
'0:0:2.65,374,1675
'0:0:2.7,354,1670
'0:0:2.75,336,1671
'0:0:2.8,335,1663
'0:0:2.85,348,1632
'0:0:2.9,351,1634
'0:0:2.95,330,1661
'0:0:3.0,304,1683
'0:0:3.05,301,1697
'0:0:3.1,321,1676
'0:0:3.15,337,1647
'0:0:3.2,342,1630
'0:0:3.25,355,1616
'0:0:3.3,376,1589
'0:0:3.35,421,1561
'0:0:3.4,447,1591
'0:0:3.45,416,1594
'0:0:3.5,385,1553
'0:0:3.55,383,1550
'0:0:3.6,381,1530
'0:0:3.65,362,1526
'0:0:3.7,347,1534
'0:0:3.75,337,1532
'0:0:3.8,330,1520
'0:0:3.85,353,1555
'0:0:3.9,364,1601
'0:0:3.95,332,1580
'0:0:4.0,312,1551
'0:0:4.05,324,1529
'0:0:4.1,345,1498
'0:0:4.15,360,1474
'0:0:4.2,368,1446
'0:0:4.25,375,1417
'0:0:4.3,383,1360
'0:0:4.35,400,1345
'0:0:4.4,427,1352
'0:0:4.45,410,1311
'0:0:4.5,383,1279
'0:0:4.55,378,1261
'0:0:4.6,376,1222
'0:0:4.65,359,1200
'0:0:4.7,342,1186
'0:0:4.75,332,1159
'0:0:4.8,329,1177
'0:0:4.85,339,1264
'0:0:4.9,341,1262
'0:0:4.95,321,1214
'0:0:5.0,311,1201
'0:0:5.05,325,1163
'0:0:5.1,346,1126
'0:0:5.15,356,1096
'0:0:5.2,367,1063
'0:0:5.25,373,1027
'0:0:5.3,382,1004
'0:0:5.35,401,1055
'0:0:5.4,405,1062
'0:0:5.45,411,1005
'0:0:5.5,402,990
'0:0:5.55,386,978
'0:0:5.6,369,955
'0:0:5.65,351,936
'0:0:5.7,341,912
'0:0:5.75,334,890
'0:0:5.8,335,902
'0:0:5.85,342,915
'0:0:5.9,330,879
'0:0:5.95,316,858
'0:0:6.0,335,865
'0:0:6.05,352,858
'0:0:6.1,350,848
'0:0:6.15,352,839
'0:0:6.2,357,822
'0:0:6.25,372,801
'0:0:6.3,390,813
'0:0:6.35,409,839
'0:0:6.4,400,831
'0:0:6.45,390,826
'0:0:6.5,392,821
'0:0:6.55,391,805
'0:0:6.6,373,799
'0:0:6.65,348,793
'0:0:6.7,329,778
'0:0:6.75,323,756
'0:0:6.8,333,759
'0:0:6.85,336,751
'0:0:6.9,334,740
'0:0:6.95,339,759
'0:0:7.0,340,772
'0:0:7.05,336,781
'0:0:7.1,354,800
'0:0:7.15,360,836
'0:0:7.2,358,871
'0:0:7.25,369,891
'0:0:7.3,395,907
'0:0:7.35,411,952
'0:0:7.4,393,979
'0:0:7.45,379,976
'0:0:7.5,378,991
'0:0:7.55,372,998
'0:0:7.6,363,1015
'0:0:7.65,363,1041
'0:0:7.7,349,1068
'0:0:7.75,327,1078
'0:0:7.8,319,1113
'0:0:7.85,326,1171
'0:0:7.9,330,1204
'0:0:7.95,330,1224
'0:0:8.0,335,1234
'0:0:8.05,335,1234
'0:0:8.1,339,1252
'0:0:8.15,355,1275
'0:0:8.2,381,1296
'0:0:8.25,389,1304
'0:0:8.3,399,1325
'0:0:8.35,410,1364
'0:0:8.4,401,1372
'0:0:8.45,386,1377
'0:0:8.5,380,1399
'0:0:8.55,372,1415
'0:0:8.6,358,1445
'0:0:8.65,343,1477
'0:0:8.7,342,1505
'0:0:8.75,349,1537
'0:0:8.8,346,1591
'0:0:8.85,332,1615
'0:0:8.9,320,1628
'0:0:8.95,333,1646
'0:0:9.0,353,1643
'0:0:9.05,356,1641
'0:0:9.1,357,1646
'0:0:9.15,357,1644
'0:0:9.2,366,1628
'0:0:9.25,399,1618
'0:0:9.3,420,1631
'0:0:9.35,400,1615
'0:0:9.4,376,1597
'0:0:9.45,381,1603
'0:0:9.5,385,1579
'0:0:9.55,363,1569
'0:0:9.6,348,1572
'0:0:9.65,338,1562
'0:0:9.7,335,1565
'0:0:9.75,367,1623
'0:0:9.8,369,1667
'0:0:9.85,335,1656
'0:0:9.9,318,1652
'0:0:9.95,336,1644
