,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,352,245
'0:0:0.05,339,246
'0:0:0.1,340,248
'0:0:0.15,350,252
'0:0:0.2,349,256
'0:0:0.25,349,258
'0:0:0.3,359,257
'0:0:0.35,386,256
'0:0:0.4,396,256
'0:0:0.45,375,259
'0:0:0.5,362,263
'0:0:0.55,355,266
'0:0:0.6,358,268
'0:0:0.65,362,272
'0:0:0.7,358,282
'0:0:0.75,355,292
'0:0:0.8,351,302
'0:0:0.85,354,311
'0:0:0.9,355,322
'0:0:0.95,357,333
'0:0:1.0,355,345
'0:0:1.05,360,355
'0:0:1.1,385,367
'0:0:1.15,388,380
'0:0:1.2,374,399
'0:0:1.25,358,415
'0:0:1.3,357,428
'0:0:1.35,359,434
'0:0:1.4,366,433
'0:0:1.45,358,423
'0:0:1.5,354,404
'0:0:1.55,351,383
'0:0:1.6,355,362
'0:0:1.65,354,345
'0:0:1.7,356,327
'0:0:1.75,358,312
'0:0:1.8,385,297
'0:0:1.85,391,289
'0:0:1.9,373,282
'0:0:1.95,359,277
'0:0:2.0,355,272
'0:0:2.05,359,265
'0:0:2.1,362,258
'0:0:2.15,356,256
'0:0:2.2,356,259
'0:0:2.25,351,268
'0:0:2.3,359,284
'0:0:2.35,356,304
'0:0:2.4,356,329
'0:0:2.45,356,349
'0:0:2.5,371,365
'0:0:2.55,397,378
'0:0:2.6,389,394
'0:0:2.65,371,411
'0:0:2.7,362,429
'0:0:2.75,359,443
'0:0:2.8,363,457
'0:0:2.85,359,467
'0:0:2.9,359,473
'0:0:2.95,354,470
'0:0:3.0,351,456
'0:0:3.05,354,436
'0:0:3.1,353,413
'0:0:3.15,358,392
'0:0:3.2,372,368
'0:0:3.25,391,349
'0:0:3.3,378,335
'0:0:3.35,368,323
'0:0:3.4,356,313
'0:0:3.45,357,303
'0:0:3.5,361,294
'0:0:3.55,359,287
'0:0:3.6,353,280
'0:0:3.65,353,274
'0:0:3.7,357,267
'0:0:3.75,357,264
'0:0:3.8,350,261
'0:0:3.85,352,258
'0:0:3.9,358,254
'0:0:3.95,393,255
'0:0:4.0,394,267
'0:0:4.05,380,286
'0:0:4.1,366,309
'0:0:4.15,361,330
'0:0:4.2,354,352
'0:0:4.25,359,372
'0:0:4.3,359,393
'0:0:4.35,355,411
'0:0:4.4,355,429
'0:0:4.45,354,445
'0:0:4.5,355,463
'0:0:4.55,354,476
'0:0:4.6,359,486
'0:0:4.65,379,493
'0:0:4.7,395,498
'0:0:4.75,380,500
'0:0:4.8,365,498
'0:0:4.85,362,489
'0:0:4.9,358,472
'0:0:4.95,363,451
'0:0:5.0,360,427
'0:0:5.05,355,406
'0:0:5.1,351,387
'0:0:5.15,353,367
'0:0:5.2,354,346
'0:0:5.25,351,329
'0:0:5.3,360,315
'0:0:5.35,380,303
'0:0:5.4,396,294
'0:0:5.45,376,287
'0:0:5.5,367,281
'0:0:5.55,358,276
'0:0:5.6,357,271
'0:0:5.65,357,267
'0:0:5.7,361,263
'0:0:5.75,351,259
'0:0:5.8,349,255
'0:0:5.85,350,251
'0:0:5.9,351,248
'0:0:5.95,356,246
'0:0:6.0,354,248
'0:0:6.05,354,251
'0:0:6.1,361,257
'0:0:6.15,395,267
'0:0:6.2,395,283
'0:0:6.25,376,302
'0:0:6.3,370,324
'0:0:6.35,360,343
'0:0:6.4,363,363
'0:0:6.45,357,381
'0:0:6.5,354,401
'0:0:6.55,348,420
'0:0:6.6,352,438
'0:0:6.65,351,453
'0:0:6.7,355,469
'0:0:6.75,357,481
'0:0:6.8,352,487
'0:0:6.85,357,488
'0:0:6.9,383,482
'0:0:6.95,393,471
'0:0:7.0,377,455
'0:0:7.05,367,438
'0:0:7.1,355,419
'0:0:7.15,358,400
'0:0:7.2,362,380
'0:0:7.25,353,363
'0:0:7.3,353,348
'0:0:7.35,349,336
'0:0:7.4,351,324
'0:0:7.45,352,315
'0:0:7.5,357,308
'0:0:7.55,352,301
'0:0:7.6,359,291
'0:0:7.65,389,282
'0:0:7.7,393,273
'0:0:7.75,379,268
'0:0:7.8,362,263
'0:0:7.85,357,259
'0:0:7.9,354,255
'0:0:7.95,359,252
'0:0:8.0,352,251
'0:0:8.05,350,251
'0:0:8.1,347,252
'0:0:8.15,353,254
'0:0:8.2,352,258
'0:0:8.25,349,266
'0:0:8.3,351,277
'0:0:8.35,352,293
'0:0:8.4,352,314
'0:0:8.45,358,331
'0:0:8.5,393,348
'0:0:8.55,399,365
'0:0:8.6,380,382
'0:0:8.65,373,399
'0:0:8.7,362,415
'0:0:8.75,361,429
'0:0:8.8,358,445
'0:0:8.85,355,459
'0:0:8.9,350,472
'0:0:8.95,351,482
'0:0:9.0,350,487
'0:0:9.05,350,483
'0:0:9.1,354,470
'0:0:9.15,351,453
'0:0:9.2,354,432
'0:0:9.25,367,410
'0:0:9.3,394,387
'0:0:9.35,382,369
'0:0:9.4,369,352
'0:0:9.45,357,338
'0:0:9.5,355,326
'0:0:9.55,359,316
'0:0:9.6,356,308
'0:0:9.65,352,300
'0:0:9.7,348,291
'0:0:9.75,352,283
'0:0:9.8,351,276
'0:0:9.85,349,271
'0:0:9.9,354,265
'0:0:9.95,349,260
'0:0:10.0,353,257
'0:0:10.05,369,256
'0:0:10.1,400,258
'0:0:10.15,386,266
'0:0:10.2,375,280
'0:0:10.25,359,294
'0:0:10.3,358,309
'0:0:10.35,353,325
'0:0:10.4,356,343
'0:0:10.45,352,360
'0:0:10.5,348,380
'0:0:10.55,349,397
