,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,380,272
'0:0:0.05,354,270
'0:0:0.1,348,269
'0:0:0.15,356,266
'0:0:0.2,357,264
'0:0:0.25,354,262
'0:0:0.3,348,258
'0:0:0.35,348,254
'0:0:0.4,357,251
'0:0:0.45,353,255
'0:0:0.5,352,270
'0:0:0.55,354,288
'0:0:0.6,380,308
'0:0:0.65,388,328
'0:0:0.7,372,352
'0:0:0.75,359,376
'0:0:0.8,354,400
'0:0:0.85,359,419
'0:0:0.9,360,440
'0:0:0.95,355,459
'0:0:1.0,351,479
'0:0:1.05,349,495
'0:0:1.1,349,508
'0:0:1.15,353,508
'0:0:1.2,356,491
'0:0:1.25,368,468
'0:0:1.3,390,451
'0:0:1.35,381,444
'0:0:1.4,367,437
'0:0:1.45,354,428
'0:0:1.5,355,415
'0:0:1.55,359,398
'0:0:1.6,359,377
'0:0:1.65,354,353
'0:0:1.7,350,327
'0:0:1.75,352,305
'0:0:1.8,353,285
'0:0:1.85,355,272
'0:0:1.9,367,258
'0:0:1.95,391,246
'0:0:2.0,391,239
'0:0:2.05,371,235
'0:0:2.1,362,233
'0:0:2.15,356,232
'0:0:2.2,360,231
'0:0:2.25,358,230
'0:0:2.3,354,228
'0:0:2.35,351,226
'0:0:2.4,350,226
'0:0:2.45,357,230
'0:0:2.5,356,239
'0:0:2.55,357,254
'0:0:2.6,366,272
'0:0:2.65,395,291
'0:0:2.7,387,319
'0:0:2.75,373,348
'0:0:2.8,360,375
'0:0:2.85,358,396
'0:0:2.9,358,419
'0:0:2.95,360,438
'0:0:3.0,362,456
'0:0:3.05,353,472
'0:0:3.1,355,488
'0:0:3.15,354,502
'0:0:3.2,356,512
'0:0:3.25,355,516
'0:0:3.3,379,515
'0:0:3.35,393,501
'0:0:3.4,382,475
'0:0:3.45,367,449
'0:0:3.5,357,425
'0:0:3.55,359,405
'0:0:3.6,359,384
'0:0:3.65,359,368
'0:0:3.7,352,353
'0:0:3.75,350,340
'0:0:3.8,353,328
'0:0:3.85,352,320
'0:0:3.9,354,312
'0:0:3.95,365,301
'0:0:4.0,392,288
'0:0:4.05,392,278
'0:0:4.1,379,268
'0:0:4.15,366,261
'0:0:4.2,358,255
'0:0:4.25,357,250
'0:0:4.3,359,245
'0:0:4.35,360,241
'0:0:4.4,349,239
'0:0:4.45,350,245
'0:0:4.5,349,260
'0:0:4.55,351,282
'0:0:4.6,353,309
'0:0:4.65,354,333
'0:0:4.7,353,359
'0:0:4.75,352,379
'0:0:4.8,380,398
'0:0:4.85,402,414
'0:0:4.9,393,433
'0:0:4.95,375,452
'0:0:5.0,365,470
'0:0:5.05,358,486
'0:0:5.1,360,502
'0:0:5.15,359,513
'0:0:5.2,353,522
'0:0:5.25,353,528
'0:0:5.3,352,525
'0:0:5.35,357,513
'0:0:5.4,354,489
'0:0:5.45,357,462
'0:0:5.5,356,431
'0:0:5.55,378,402
'0:0:5.6,394,371
'0:0:5.65,382,348
'0:0:5.7,367,329
'0:0:5.75,356,316
'0:0:5.8,356,305
'0:0:5.85,362,295
'0:0:5.9,361,288
'0:0:5.95,352,283
'0:0:6.0,353,280
'0:0:6.05,350,278
'0:0:6.1,358,273
'0:0:6.15,353,268
'0:0:6.2,354,262
'0:0:6.25,354,257
'0:0:6.3,362,249
'0:0:6.35,389,241
'0:0:6.4,394,235
'0:0:6.45,381,232
'0:0:6.5,367,234
'0:0:6.55,361,242
'0:0:6.6,352,260
'0:0:6.65,356,283
'0:0:6.7,353,310
'0:0:6.75,348,334
'0:0:6.8,351,359
'0:0:6.85,349,382
'0:0:6.9,355,405
'0:0:6.95,352,424
'0:0:7.0,356,442
'0:0:7.05,352,456
'0:0:7.1,354,468
'0:0:7.15,367,476
'0:0:7.2,392,483
'0:0:7.25,390,488
'0:0:7.3,371,490
'0:0:7.35,365,484
'0:0:7.4,356,469
'0:0:7.45,359,446
'0:0:7.5,360,414
'0:0:7.55,355,385
'0:0:7.6,354,358
'0:0:7.65,352,338
'0:0:7.7,358,322
'0:0:7.75,352,309
'0:0:7.8,356,299
'0:0:7.85,351,291
'0:0:7.9,367,282
'0:0:7.95,391,275
'0:0:8.0,388,268
'0:0:8.05,370,262
'0:0:8.1,360,258
'0:0:8.15,356,254
'0:0:8.2,354,249
'0:0:8.25,360,245
'0:0:8.3,351,241
'0:0:8.35,351,237
'0:0:8.4,350,234
'0:0:8.45,349,231
'0:0:8.5,354,234
'0:0:8.55,352,243
'0:0:8.6,356,258
'0:0:8.65,349,276
'0:0:8.7,362,298
'0:0:8.75,390,321
'0:0:8.8,393,347
'0:0:8.85,378,371
'0:0:8.9,366,397
'0:0:8.95,355,418
'0:0:9.0,356,438
'0:0:9.05,359,456
'0:0:9.1,356,473
'0:0:9.15,351,488
'0:0:9.2,351,503
'0:0:9.25,352,516
'0:0:9.3,354,527
'0:0:9.35,356,531
'0:0:9.4,359,525
'0:0:9.45,367,510
'0:0:9.5,393,484
'0:0:9.55,385,452
'0:0:9.6,371,417
'0:0:9.65,361,391
'0:0:9.7,355,370
'0:0:9.75,359,353
'0:0:9.8,360,338
'0:0:9.85,358,326
'0:0:9.9,350,315
'0:0:9.95,355,306
'0:0:10.0,355,299
'0:0:10.05,357,293
'0:0:10.1,352,287
'0:0:10.15,361,279
'0:0:10.2,387,269
'0:0:10.25,388,262
'0:0:10.3,373,258
'0:0:10.35,361,256
'0:0:10.4,359,253
'0:0:10.45,357,250
'0:0:10.5,358,249
'0:0:10.55,354,252
