,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,351,398
'0:0:0.05,359,409
'0:0:0.1,390,422
'0:0:0.15,383,435
'0:0:0.2,365,449
'0:0:0.25,351,461
'0:0:0.3,352,471
'0:0:0.35,355,476
'0:0:0.4,355,476
'0:0:0.45,348,467
'0:0:0.5,347,452
'0:0:0.55,348,436
'0:0:0.6,351,418
'0:0:0.65,350,400
'0:0:0.7,348,379
'0:0:0.75,358,358
'0:0:0.8,392,337
'0:0:0.85,389,322
'0:0:0.9,367,308
'0:0:0.95,354,299
'0:0:1.0,351,293
'0:0:1.05,358,287
'0:0:1.1,355,281
'0:0:1.15,348,274
'0:0:1.2,343,269
'0:0:1.25,344,271
'0:0:1.3,346,284
'0:0:1.35,346,301
'0:0:1.4,343,318
'0:0:1.45,342,332
'0:0:1.5,367,346
'0:0:1.55,403,360
'0:0:1.6,397,377
'0:0:1.65,373,395
'0:0:1.7,360,414
'0:0:1.75,354,430
'0:0:1.8,355,447
'0:0:1.85,353,462
'0:0:1.9,348,476
'0:0:1.95,345,486
'0:0:2.0,343,497
'0:0:2.05,347,504
'0:0:2.1,348,504
'0:0:2.15,348,495
'0:0:2.2,359,478
'0:0:2.25,390,463
'0:0:2.3,390,449
'0:0:2.35,372,433
'0:0:2.4,356,415
'0:0:2.45,350,398
'0:0:2.5,356,379
'0:0:2.55,356,362
'0:0:2.6,351,344
'0:0:2.65,347,329
'0:0:2.7,346,314
'0:0:2.75,348,303
'0:0:2.8,352,293
'0:0:2.85,351,284
'0:0:2.9,363,272
'0:0:2.95,396,263
'0:0:3.0,396,257
'0:0:3.05,375,253
'0:0:3.1,358,252
'0:0:3.15,349,252
'0:0:3.2,353,258
'0:0:3.25,353,269
'0:0:3.3,345,283
'0:0:3.35,341,299
'0:0:3.4,339,319
'0:0:3.45,342,339
'0:0:3.5,348,359
'0:0:3.55,351,376
'0:0:3.6,351,394
'0:0:3.65,361,408
'0:0:3.7,395,422
'0:0:3.75,399,436
'0:0:3.8,375,452
'0:0:3.85,358,467
'0:0:3.9,349,484
'0:0:3.95,351,500
'0:0:4.0,355,513
'0:0:4.05,351,517
'0:0:4.1,344,508
'0:0:4.15,344,490
'0:0:4.2,346,470
'0:0:4.25,349,453
'0:0:4.3,348,433
'0:0:4.35,358,415
'0:0:4.4,386,397
'0:0:4.45,390,383
'0:0:4.5,371,370
'0:0:4.55,357,357
'0:0:4.6,351,343
'0:0:4.65,354,328
'0:0:4.7,355,312
'0:0:4.75,350,299
'0:0:4.8,343,287
'0:0:4.85,342,279
'0:0:4.9,345,272
'0:0:4.95,348,267
'0:0:5.0,345,261
'0:0:5.05,344,256
'0:0:5.1,362,249
'0:0:5.15,396,244
'0:0:5.2,391,244
'0:0:5.25,369,247
'0:0:5.3,354,255
'0:0:5.35,344,268
'0:0:5.4,345,286
'0:0:5.45,347,305
'0:0:5.5,347,327
'0:0:5.55,344,348
'0:0:5.6,344,369
'0:0:5.65,344,386
'0:0:5.7,345,401
'0:0:5.75,347,415
'0:0:5.8,347,430
'0:0:5.85,348,442
'0:0:5.9,380,453
'0:0:5.95,401,462
'0:0:6.0,384,467
'0:0:6.05,370,460
'0:0:6.1,360,443
'0:0:6.15,358,425
'0:0:6.2,361,406
'0:0:6.25,356,389
'0:0:6.3,348,371
'0:0:6.35,345,356
'0:0:6.4,345,341
'0:0:6.45,346,327
'0:0:6.5,349,314
'0:0:6.55,347,301
'0:0:6.6,363,286
'0:0:6.65,390,274
'0:0:6.7,388,265
'0:0:6.75,368,260
'0:0:6.8,355,256
'0:0:6.85,348,253
'0:0:6.9,350,251
'0:0:6.95,352,250
'0:0:7.0,346,252
'0:0:7.05,342,255
'0:0:7.1,344,262
'0:0:7.15,344,273
'0:0:7.2,344,289
'0:0:7.25,345,308
'0:0:7.3,347,330
'0:0:7.35,345,350
'0:0:7.4,354,369
'0:0:7.45,391,387
'0:0:7.5,402,406
'0:0:7.55,382,424
'0:0:7.6,365,442
'0:0:7.65,355,459
'0:0:7.7,352,477
'0:0:7.75,354,493
'0:0:7.8,352,508
'0:0:7.85,345,517
'0:0:7.9,343,524
'0:0:7.95,345,525
'0:0:8.0,346,524
'0:0:8.05,349,517
'0:0:8.1,347,505
'0:0:8.15,356,489
'0:0:8.2,386,469
'0:0:8.25,391,450
'0:0:8.3,373,432
'0:0:8.35,357,416
'0:0:8.4,348,401
'0:0:8.45,350,388
'0:0:8.5,355,373
'0:0:8.55,350,360
'0:0:8.6,345,347
'0:0:8.65,346,336
'0:0:8.7,346,325
'0:0:8.75,348,316
'0:0:8.8,347,306
'0:0:8.85,344,295
'0:0:8.9,358,282
'0:0:8.95,392,271
'0:0:9.0,394,264
'0:0:9.05,372,259
'0:0:9.1,359,255
'0:0:9.15,351,253
'0:0:9.2,352,252
'0:0:9.25,352,256
'0:0:9.3,348,265
'0:0:9.35,344,276
'0:0:9.4,344,291
'0:0:9.45,343,307
'0:0:9.5,345,324
'0:0:9.55,346,339
'0:0:9.6,346,357
'0:0:9.65,342,373
'0:0:9.7,344,387
'0:0:9.75,375,400
'0:0:9.8,399,414
'0:0:9.85,387,430
'0:0:9.9,368,449
'0:0:9.95,355,465
'0:0:10.0,350,479
'0:0:10.05,354,489
'0:0:10.1,352,493
'0:0:10.15,350,489
'0:0:10.2,346,477
'0:0:10.25,345,462
'0:0:10.3,348,445
'0:0:10.35,350,428
'0:0:10.4,348,408
'0:0:10.45,348,390
'0:0:10.5,374,369
'0:0:10.55,394,353
