,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,370,254
'0:0:0.05,378,251
'0:0:0.1,380,251
'0:0:0.15,367,252
'0:0:0.2,362,254
'0:0:0.25,359,257
'0:0:0.3,363,258
'0:0:0.35,359,258
'0:0:0.4,357,259
'0:0:0.45,355,258
'0:0:0.5,355,258
'0:0:0.55,356,260
'0:0:0.6,358,260
'0:0:0.65,358,260
'0:0:0.7,353,258
'0:0:0.75,372,257
'0:0:0.8,394,264
'0:0:0.85,389,277
'0:0:0.9,373,277
'0:0:0.95,363,272
'0:0:1.0,359,280
'0:0:1.05,362,296
'0:0:1.1,359,312
'0:0:1.15,356,332
'0:0:1.2,354,352
'0:0:1.25,356,375
'0:0:1.3,354,397
'0:0:1.35,357,420
'0:0:1.4,358,440
'0:0:1.45,356,459
'0:0:1.5,371,472
'0:0:1.55,394,481
'0:0:1.6,383,482
'0:0:1.65,372,472
'0:0:1.7,359,453
'0:0:1.75,362,427
'0:0:1.8,365,405
'0:0:1.85,364,382
'0:0:1.9,355,360
'0:0:1.95,356,338
'0:0:2.0,355,320
'0:0:2.05,362,304
'0:0:2.1,355,291
'0:0:2.15,361,277
'0:0:2.2,384,265
'0:0:2.25,391,254
'0:0:2.3,374,248
'0:0:2.35,365,244
'0:0:2.4,359,240
'0:0:2.45,365,235
'0:0:2.5,361,233
'0:0:2.55,360,230
'0:0:2.6,354,229
'0:0:2.65,355,232
'0:0:2.7,353,240
'0:0:2.75,357,253
'0:0:2.8,353,269
'0:0:2.85,358,289
'0:0:2.9,379,305
'0:0:2.95,397,322
'0:0:3.0,386,340
'0:0:3.05,369,361
'0:0:3.1,361,380
'0:0:3.15,360,398
'0:0:3.2,364,415
'0:0:3.25,361,433
'0:0:3.3,356,450
'0:0:3.35,352,467
'0:0:3.4,354,481
'0:0:3.45,354,495
'0:0:3.5,357,503
'0:0:3.55,359,504
'0:0:3.6,384,495
'0:0:3.65,392,479
'0:0:3.7,377,463
'0:0:3.75,363,445
'0:0:3.8,360,430
'0:0:3.85,364,413
'0:0:3.9,368,397
'0:0:3.95,359,378
'0:0:4.0,354,358
'0:0:4.05,353,337
'0:0:4.1,358,320
'0:0:4.15,355,305
'0:0:4.2,358,293
'0:0:4.25,377,281
'0:0:4.3,398,269
'0:0:4.35,386,259
'0:0:4.4,372,252
'0:0:4.45,360,248
'0:0:4.5,358,245
'0:0:4.55,361,241
'0:0:4.6,363,238
'0:0:4.65,357,234
'0:0:4.7,351,232
'0:0:4.75,355,232
'0:0:4.8,357,236
'0:0:4.85,357,245
'0:0:4.9,353,253
'0:0:4.95,363,262
'0:0:5.0,394,273
'0:0:5.05,396,292
'0:0:5.1,378,312
'0:0:5.15,366,334
'0:0:5.2,359,355
'0:0:5.25,359,380
'0:0:5.3,361,403
'0:0:5.35,359,424
'0:0:5.4,352,443
'0:0:5.45,353,462
'0:0:5.5,353,479
'0:0:5.55,356,494
'0:0:5.6,355,505
'0:0:5.65,361,514
'0:0:5.7,382,517
'0:0:5.75,394,509
'0:0:5.8,378,493
'0:0:5.85,367,472
'0:0:5.9,360,453
'0:0:5.95,363,435
'0:0:6.0,362,419
'0:0:6.05,360,403
'0:0:6.1,354,385
'0:0:6.15,356,362
'0:0:6.2,356,335
'0:0:6.25,359,304
'0:0:6.3,355,282
'0:0:6.35,371,265
'0:0:6.4,393,252
'0:0:6.45,389,243
'0:0:6.5,374,238
'0:0:6.55,362,238
'0:0:6.6,357,236
'0:0:6.65,363,234
'0:0:6.7,362,231
'0:0:6.75,358,229
'0:0:6.8,353,228
'0:0:6.85,353,229
'0:0:6.9,355,230
'0:0:6.95,358,233
'0:0:7.0,358,238
'0:0:7.05,352,245
'0:0:7.1,377,249
'0:0:7.15,399,255
'0:0:7.2,391,266
'0:0:7.25,374,283
'0:0:7.3,359,301
'0:0:7.35,356,321
'0:0:7.4,361,344
'0:0:7.45,359,372
'0:0:7.5,355,393
'0:0:7.55,353,414
'0:0:7.6,352,433
'0:0:7.65,354,454
'0:0:7.7,355,471
'0:0:7.75,355,486
'0:0:7.8,363,498
'0:0:7.85,388,509
'0:0:7.9,397,518
'0:0:7.95,379,526
'0:0:8.0,366,529
'0:0:8.05,359,524
'0:0:8.1,364,514
'0:0:8.15,365,499
'0:0:8.2,361,483
'0:0:8.25,356,465
'0:0:8.3,357,447
'0:0:8.35,357,427
'0:0:8.4,358,406
'0:0:8.45,356,381
'0:0:8.5,365,354
'0:0:8.55,389,326
'0:0:8.6,391,306
'0:0:8.65,370,289
'0:0:8.7,358,277
'0:0:8.75,359,266
'0:0:8.8,365,257
'0:0:8.85,361,250
'0:0:8.9,356,245
'0:0:8.95,353,240
'0:0:9.0,352,236
'0:0:9.05,354,234
'0:0:9.1,355,236
'0:0:9.15,352,240
'0:0:9.2,355,243
'0:0:9.25,381,247
'0:0:9.3,401,258
'0:0:9.35,385,278
'0:0:9.4,370,299
'0:0:9.45,363,322
'0:0:9.5,360,342
'0:0:9.55,364,365
'0:0:9.6,363,384
'0:0:9.65,359,404
'0:0:9.7,353,424
'0:0:9.75,355,446
'0:0:9.8,355,466
'0:0:9.85,356,483
'0:0:9.9,355,492
'0:0:9.95,370,490
'0:0:10.0,394,479
'0:0:10.05,391,461
'0:0:10.1,374,443
'0:0:10.15,363,424
'0:0:10.2,361,405
'0:0:10.25,365,383
'0:0:10.3,361,363
'0:0:10.35,358,342
'0:0:10.4,353,323
'0:0:10.45,355,306
'0:0:10.5,356,293
'0:0:10.55,355,281
