,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,673,2159
'0:0:0.05,591,2195
'0:0:0.1,478,2224
'0:0:0.15,415,2254
'0:0:0.2,362,2276
'0:0:0.25,360,2294
'0:0:0.3,356,2305
'0:0:0.35,319,2309
'0:0:0.4,298,2304
'0:0:0.45,295,2287
'0:0:0.5,281,2261
'0:0:0.55,271,2239
'0:0:0.6,290,2226
'0:0:0.65,303,2208
'0:0:0.7,298,2191
'0:0:0.75,262,2169
'0:0:0.8,381,2145
'0:0:0.85,618,2117
'0:0:0.9,599,2089
'0:0:0.95,478,2066
'0:0:1.0,432,2050
'0:0:1.05,378,2037
'0:0:1.1,363,2031
'0:0:1.15,359,2023
'0:0:1.2,325,2020
'0:0:1.25,288,2026
'0:0:1.3,272,2037
'0:0:1.35,274,2054
'0:0:1.4,302,2073
'0:0:1.45,312,2099
'0:0:1.5,310,2130
'0:0:1.55,310,2161
'0:0:1.6,294,2183
'0:0:1.65,282,2206
'0:0:1.7,490,2233
'0:0:1.75,658,2262
'0:0:1.8,590,2290
'0:0:1.85,484,2326
'0:0:1.9,437,2361
'0:0:1.95,406,2397
'0:0:2.0,411,2428
'0:0:2.05,392,2460
'0:0:2.1,345,2488
'0:0:2.15,307,2517
'0:0:2.2,292,2542
'0:0:2.25,290,2571
'0:0:2.3,294,2597
'0:0:2.35,287,2621
'0:0:2.4,269,2639
'0:0:2.45,287,2662
'0:0:2.5,509,2684
'0:0:2.55,592,2701
'0:0:2.6,505,2714
'0:0:2.65,408,2730
'0:0:2.7,345,2750
'0:0:2.75,343,2775
'0:0:2.8,369,2794
'0:0:2.85,345,2811
'0:0:2.9,308,2829
'0:0:2.95,282,2846
'0:0:3.0,279,2857
'0:0:3.05,288,2862
'0:0:3.1,287,2852
'0:0:3.15,285,2830
'0:0:3.2,445,2809
'0:0:3.25,578,2780
'0:0:3.3,536,2743
'0:0:3.35,440,2695
'0:0:3.4,363,2653
'0:0:3.45,335,2615
'0:0:3.5,361,2580
'0:0:3.55,355,2543
'0:0:3.6,329,2510
'0:0:3.65,304,2472
'0:0:3.7,294,2437
'0:0:3.75,297,2402
'0:0:3.8,294,2369
'0:0:3.85,295,2332
'0:0:3.9,460,2297
'0:0:3.95,577,2264
'0:0:4.0,524,2237
'0:0:4.05,437,2204
'0:0:4.1,368,2179
'0:0:4.15,347,2161
'0:0:4.2,361,2141
'0:0:4.25,349,2120
'0:0:4.3,317,2106
'0:0:4.35,300,2092
'0:0:4.4,295,2085
'0:0:4.45,295,2080
'0:0:4.5,296,2075
'0:0:4.55,295,2072
'0:0:4.6,286,2069
'0:0:4.65,282,2063
'0:0:4.7,485,2052
'0:0:4.75,631,2036
'0:0:4.8,568,2023
'0:0:4.85,472,2016
'0:0:4.9,403,2012
'0:0:4.95,365,2004
'0:0:5.0,364,1995
'0:0:5.05,349,1981
'0:0:5.1,318,1967
'0:0:5.15,296,1955
'0:0:5.2,290,1945
'0:0:5.25,291,1937
'0:0:5.3,291,1931
'0:0:5.35,287,1927
'0:0:5.4,285,1924
'0:0:5.45,282,1920
'0:0:5.5,278,1916
'0:0:5.55,276,1910
'0:0:5.6,275,1908
'0:0:5.65,269,1912
'0:0:5.7,453,1922
'0:0:5.75,640,1941
'0:0:5.8,586,1962
'0:0:5.85,473,1987
'0:0:5.9,407,2010
'0:0:5.95,361,2037
'0:0:6.0,357,2063
'0:0:6.05,349,2092
'0:0:6.1,326,2120
'0:0:6.15,302,2153
'0:0:6.2,292,2184
'0:0:6.25,292,2218
'0:0:6.3,292,2252
'0:0:6.35,291,2287
'0:0:6.4,290,2321
'0:0:6.45,288,2357
'0:0:6.5,283,2386
'0:0:6.55,285,2412
'0:0:6.6,275,2434
'0:0:6.65,352,2461
'0:0:6.7,552,2486
'0:0:6.75,563,2508
'0:0:6.8,470,2528
'0:0:6.85,395,2552
'0:0:6.9,348,2575
'0:0:6.95,356,2601
'0:0:7.0,367,2625
'0:0:7.05,339,2651
'0:0:7.1,311,2673
'0:0:7.15,300,2699
'0:0:7.2,296,2722
'0:0:7.25,297,2747
'0:0:7.3,302,2767
'0:0:7.35,293,2780
'0:0:7.4,281,2790
'0:0:7.45,372,2806
'0:0:7.5,517,2819
'0:0:7.55,504,2831
'0:0:7.6,425,2840
'0:0:7.65,362,2848
'0:0:7.7,336,2860
'0:0:7.75,363,2873
'0:0:7.8,360,2878
'0:0:7.85,333,2875
'0:0:7.9,312,2870
'0:0:7.95,302,2868
'0:0:8.0,298,2862
'0:0:8.05,304,2840
'0:0:8.1,301,2803
'0:0:8.15,315,2762
'0:0:8.2,459,2728
'0:0:8.25,518,2685
'0:0:8.3,461,2645
'0:0:8.35,392,2604
'0:0:8.4,347,2570
'0:0:8.45,346,2539
'0:0:8.5,362,2511
'0:0:8.55,341,2481
'0:0:8.6,318,2455
'0:0:8.65,306,2432
'0:0:8.7,303,2414
'0:0:8.75,305,2392
'0:0:8.8,304,2369
'0:0:8.85,300,2343
'0:0:8.9,328,2324
'0:0:8.95,486,2303
'0:0:9.0,533,2278
'0:0:9.05,467,2254
'0:0:9.1,398,2237
'0:0:9.15,354,2220
'0:0:9.2,355,2204
'0:0:9.25,364,2187
'0:0:9.3,348,2171
'0:0:9.35,320,2159
'0:0:9.4,303,2153
'0:0:9.45,303,2155
'0:0:9.5,310,2155
'0:0:9.55,307,2149
'0:0:9.6,305,2140
'0:0:9.65,300,2128
'0:0:9.7,295,2120
