,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,248,1992
'0:0:0.05,231,1983
'0:0:0.1,247,1972
'0:0:0.15,263,1961
'0:0:0.2,276,1950
'0:0:0.25,281,1938
'0:0:0.3,268,1929
'0:0:0.35,334,1926
'0:0:0.4,604,1927
'0:0:0.45,635,1928
'0:0:0.5,501,1931
'0:0:0.55,383,1934
'0:0:0.6,335,1939
'0:0:0.65,366,1941
'0:0:0.7,375,1934
'0:0:0.75,326,1919
'0:0:0.8,275,1904
'0:0:0.85,242,1895
'0:0:0.9,244,1893
'0:0:0.95,273,1895
'0:0:1.0,233,1904
'0:0:1.05,236,1917
'0:0:1.1,243,1928
'0:0:1.15,231,1936
'0:0:1.2,373,1944
'0:0:1.25,654,1960
'0:0:1.3,632,1972
'0:0:1.35,472,1983
'0:0:1.4,345,1997
'0:0:1.45,318,2011
'0:0:1.5,366,2023
'0:0:1.55,376,2038
'0:0:1.6,318,2052
'0:0:1.65,265,2069
'0:0:1.7,256,2088
'0:0:1.75,259,2112
'0:0:1.8,270,2135
'0:0:1.85,277,2158
'0:0:1.9,263,2177
'0:0:1.95,279,2208
'0:0:2.0,536,2246
'0:0:2.05,649,2279
'0:0:2.1,525,2307
'0:0:2.15,372,2334
'0:0:2.2,285,2358
'0:0:2.25,330,2382
'0:0:2.3,389,2403
'0:0:2.35,351,2424
'0:0:2.4,286,2444
'0:0:2.45,262,2466
'0:0:2.5,267,2483
'0:0:2.55,281,2494
'0:0:2.6,280,2498
'0:0:2.65,293,2506
'0:0:2.7,529,2518
'0:0:2.75,654,2528
'0:0:2.8,549,2536
'0:0:2.85,414,2542
'0:0:2.9,311,2548
'0:0:2.95,330,2558
'0:0:3.0,380,2563
'0:0:3.05,353,2564
'0:0:3.1,301,2565
'0:0:3.15,271,2568
'0:0:3.2,270,2567
'0:0:3.25,276,2560
'0:0:3.3,271,2548
'0:0:3.35,336,2536
'0:0:3.4,592,2525
'0:0:3.45,630,2498
'0:0:3.5,501,2465
'0:0:3.55,380,2431
'0:0:3.6,321,2404
'0:0:3.65,354,2381
'0:0:3.7,370,2360
'0:0:3.75,330,2336
'0:0:3.8,290,2318
'0:0:3.85,276,2299
'0:0:3.9,280,2277
'0:0:3.95,276,2245
'0:0:4.0,276,2217
'0:0:4.05,446,2191
'0:0:4.1,626,2167
'0:0:4.15,580,2145
'0:0:4.2,453,2125
'0:0:4.25,347,2103
'0:0:4.3,325,2086
'0:0:4.35,367,2065
'0:0:4.4,352,2046
'0:0:4.45,311,2030
'0:0:4.5,275,2018
'0:0:4.55,274,2009
'0:0:4.6,281,1998
'0:0:4.65,287,1984
'0:0:4.7,266,1967
'0:0:4.75,299,1949
'0:0:4.8,569,1937
'0:0:4.85,651,1923
'0:0:4.9,538,1911
'0:0:4.95,409,1903
'0:0:5.0,344,1895
'0:0:5.05,360,1890
'0:0:5.1,373,1885
'0:0:5.15,343,1879
'0:0:5.2,280,1876
'0:0:5.25,281,1873
'0:0:5.3,290,1871
'0:0:5.35,289,1872
'0:0:5.4,281,1876
'0:0:5.45,265,1884
'0:0:5.5,288,1885
'0:0:5.55,273,1878
'0:0:5.6,353,1874
'0:0:5.65,628,1874
'0:0:5.7,650,1875
'0:0:5.75,540,1878
'0:0:5.8,440,1878
'0:0:5.85,370,1876
'0:0:5.9,362,1876
'0:0:5.95,364,1872
'0:0:6.0,335,1866
'0:0:6.05,284,1858
'0:0:6.1,264,1852
'0:0:6.15,288,1845
'0:0:6.2,291,1840
'0:0:6.25,288,1836
'0:0:6.3,286,1832
'0:0:6.35,284,1824
'0:0:6.4,276,1815
'0:0:6.45,245,1804
'0:0:6.5,394,1795
'0:0:6.55,669,1790
'0:0:6.6,646,1789
'0:0:6.65,500,1792
'0:0:6.7,404,1797
'0:0:6.75,349,1809
'0:0:6.8,357,1827
'0:0:6.85,340,1846
'0:0:6.9,322,1863
'0:0:6.95,293,1883
'0:0:7.0,278,1904
'0:0:7.05,281,1927
'0:0:7.1,289,1949
'0:0:7.15,293,1975
'0:0:7.2,286,1998
'0:0:7.25,260,2018
'0:0:7.3,275,2030
'0:0:7.35,274,2047
'0:0:7.4,482,2067
'0:0:7.45,658,2087
'0:0:7.5,580,2105
'0:0:7.55,449,2123
'0:0:7.6,355,2140
'0:0:7.65,324,2161
'0:0:7.7,374,2180
'0:0:7.75,366,2200
'0:0:7.8,322,2218
'0:0:7.85,289,2236
'0:0:7.9,284,2253
'0:0:7.95,291,2272
'0:0:8.0,285,2285
'0:0:8.05,278,2294
'0:0:8.1,289,2299
'0:0:8.15,306,2308
'0:0:8.2,527,2322
'0:0:8.25,616,2335
'0:0:8.3,519,2346
'0:0:8.35,409,2357
'0:0:8.4,336,2368
'0:0:8.45,344,2380
'0:0:8.5,372,2391
'0:0:8.55,330,2403
'0:0:8.6,298,2417
'0:0:8.65,297,2432
'0:0:8.7,297,2445
'0:0:8.75,298,2450
'0:0:8.8,298,2451
'0:0:8.85,289,2450
'0:0:8.9,403,2454
'0:0:8.95,580,2457
'0:0:9.0,561,2455
'0:0:9.05,456,2452
'0:0:9.1,346,2454
'0:0:9.15,332,2461
'0:0:9.2,372,2466
'0:0:9.25,366,2466
'0:0:9.3,324,2463
'0:0:9.35,303,2458
'0:0:9.4,293,2453
'0:0:9.45,293,2444
'0:0:9.5,291,2429
'0:0:9.55,280,2402
'0:0:9.6,378,2377
'0:0:9.65,545,2349
'0:0:9.7,561,2320
