,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,289,2101
'0:0:0.05,275,2088
'0:0:0.1,285,2076
'0:0:0.15,305,2068
'0:0:0.2,314,2064
'0:0:0.25,310,2060
'0:0:0.3,291,2055
'0:0:0.35,275,2046
'0:0:0.4,403,2035
'0:0:0.45,552,2029
'0:0:0.5,512,2023
'0:0:0.55,432,2020
'0:0:0.6,380,2020
'0:0:0.65,350,2020
'0:0:0.7,353,2020
'0:0:0.75,350,2016
'0:0:0.8,331,2008
'0:0:0.85,312,2003
'0:0:0.9,304,1999
'0:0:0.95,301,1996
'0:0:1.0,301,1994
'0:0:1.05,299,1988
'0:0:1.1,310,1985
'0:0:1.15,311,1987
'0:0:1.2,310,1994
'0:0:1.25,304,1999
'0:0:1.3,350,2003
'0:0:1.35,544,2006
'0:0:1.4,557,2008
'0:0:1.45,466,2013
'0:0:1.5,399,2026
'0:0:1.55,337,2040
'0:0:1.6,332,2058
'0:0:1.65,363,2080
'0:0:1.7,365,2104
'0:0:1.75,335,2127
'0:0:1.8,316,2154
'0:0:1.85,313,2180
'0:0:1.9,307,2211
'0:0:1.95,305,2240
'0:0:2.0,300,2271
'0:0:2.05,296,2298
'0:0:2.1,294,2326
'0:0:2.15,295,2348
'0:0:2.2,286,2371
'0:0:2.25,388,2396
'0:0:2.3,551,2422
'0:0:2.35,532,2442
'0:0:2.4,442,2465
'0:0:2.45,385,2485
'0:0:2.5,352,2507
'0:0:2.55,360,2528
'0:0:2.6,364,2545
'0:0:2.65,345,2557
'0:0:2.7,319,2567
'0:0:2.75,307,2578
'0:0:2.8,309,2593
'0:0:2.85,311,2608
'0:0:2.9,314,2621
'0:0:2.95,313,2627
'0:0:3.0,297,2630
'0:0:3.05,376,2638
'0:0:3.1,520,2645
'0:0:3.15,511,2649
'0:0:3.2,436,2651
'0:0:3.25,372,2650
'0:0:3.3,337,2651
'0:0:3.35,354,2653
'0:0:3.4,363,2650
'0:0:3.45,338,2644
'0:0:3.5,322,2639
'0:0:3.55,313,2633
'0:0:3.6,312,2622
'0:0:3.65,310,2602
'0:0:3.7,307,2569
'0:0:3.75,306,2539
'0:0:3.8,424,2506
'0:0:3.85,523,2471
'0:0:3.9,478,2436
'0:0:3.95,412,2407
'0:0:4.0,361,2376
'0:0:4.05,343,2352
'0:0:4.1,355,2327
'0:0:4.15,350,2303
'0:0:4.2,324,2276
'0:0:4.25,307,2254
'0:0:4.3,307,2232
'0:0:4.35,307,2215
'0:0:4.4,308,2195
'0:0:4.45,304,2179
'0:0:4.5,295,2155
'0:0:4.55,360,2132
'0:0:4.6,513,2112
'0:0:4.65,514,2096
'0:0:4.7,442,2082
'0:0:4.75,393,2069
'0:0:4.8,356,2059
'0:0:4.85,349,2051
'0:0:4.9,351,2037
'0:0:4.95,332,2026
'0:0:5.0,311,2015
'0:0:5.05,306,2007
'0:0:5.1,305,2003
'0:0:5.15,305,1997
'0:0:5.2,306,1988
'0:0:5.25,303,1983
'0:0:5.3,292,1982
'0:0:5.35,291,1982
'0:0:5.4,290,1980
'0:0:5.45,288,1976
'0:0:5.5,286,1968
'0:0:5.55,395,1958
'0:0:5.6,570,1952
'0:0:5.65,547,1948
'0:0:5.7,457,1947
'0:0:5.75,411,1950
'0:0:5.8,375,1951
'0:0:5.85,361,1949
'0:0:5.9,358,1945
'0:0:5.95,342,1938
'0:0:6.0,321,1936
'0:0:6.05,309,1936
'0:0:6.1,305,1932
'0:0:6.15,306,1926
'0:0:6.2,308,1919
'0:0:6.25,304,1913
'0:0:6.3,299,1907
'0:0:6.35,291,1901
'0:0:6.4,285,1897
'0:0:6.45,286,1893
'0:0:6.5,287,1890
'0:0:6.55,281,1885
'0:0:6.6,337,1876
'0:0:6.65,536,1868
'0:0:6.7,556,1863
'0:0:6.75,468,1865
'0:0:6.8,407,1876
'0:0:6.85,368,1892
'0:0:6.9,354,1913
'0:0:6.95,352,1934
'0:0:7.0,340,1956
'0:0:7.05,318,1975
'0:0:7.1,303,1997
'0:0:7.15,300,2020
'0:0:7.2,300,2045
'0:0:7.25,301,2066
'0:0:7.3,298,2088
'0:0:7.35,294,2109
'0:0:7.4,288,2130
'0:0:7.45,289,2148
'0:0:7.5,286,2164
'0:0:7.55,281,2177
'0:0:7.6,382,2192
'0:0:7.65,541,2206
'0:0:7.7,513,2222
'0:0:7.75,422,2237
'0:0:7.8,372,2254
'0:0:7.85,343,2268
'0:0:7.9,350,2282
'0:0:7.95,353,2295
'0:0:8.0,334,2309
'0:0:8.05,318,2321
'0:0:8.1,302,2332
'0:0:8.15,299,2341
'0:0:8.2,302,2354
'0:0:8.25,302,2365
'0:0:8.3,300,2373
'0:0:8.35,297,2376
'0:0:8.4,287,2382
'0:0:8.45,393,2392
'0:0:8.5,524,2404
'0:0:8.55,490,2417
'0:0:8.6,414,2432
'0:0:8.65,363,2443
'0:0:8.7,342,2458
'0:0:8.75,355,2473
'0:0:8.8,356,2487
'0:0:8.85,329,2500
'0:0:8.9,312,2513
'0:0:8.95,308,2526
'0:0:9.0,311,2538
'0:0:9.05,312,2546
'0:0:9.1,307,2550
'0:0:9.15,303,2551
'0:0:9.2,341,2556
'0:0:9.25,487,2563
'0:0:9.3,509,2568
'0:0:9.35,443,2575
'0:0:9.4,385,2582
'0:0:9.45,350,2587
'0:0:9.5,351,2597
'0:0:9.55,361,2605
'0:0:9.6,343,2610
'0:0:9.65,324,2607
'0:0:9.7,309,2590
