,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,276,1714
'0:0:0.05,278,1703
'0:0:0.1,291,1694
'0:0:0.15,300,1686
'0:0:0.2,289,1680
'0:0:0.25,347,1677
'0:0:0.3,598,1676
'0:0:0.35,680,1673
'0:0:0.4,588,1672
'0:0:0.45,451,1680
'0:0:0.5,352,1689
'0:0:0.55,308,1692
'0:0:0.6,268,1690
'0:0:0.65,258,1685
'0:0:0.7,236,1684
'0:0:0.75,244,1693
'0:0:0.8,269,1708
'0:0:0.85,291,1727
'0:0:0.9,288,1747
'0:0:0.95,277,1770
'0:0:1.0,267,1785
'0:0:1.05,281,1800
'0:0:1.1,508,1822
'0:0:1.15,653,1849
'0:0:1.2,558,1875
'0:0:1.25,419,1901
'0:0:1.3,332,1922
'0:0:1.35,330,1945
'0:0:1.4,363,1967
'0:0:1.45,344,1990
'0:0:1.5,305,2014
'0:0:1.55,286,2042
'0:0:1.6,285,2070
'0:0:1.65,291,2097
'0:0:1.7,297,2115
'0:0:1.75,288,2132
'0:0:1.8,305,2153
'0:0:1.85,511,2178
'0:0:1.9,609,2199
'0:0:1.95,505,2220
'0:0:2.0,381,2235
'0:0:2.05,310,2250
'0:0:2.1,341,2266
'0:0:2.15,378,2281
'0:0:2.2,346,2295
'0:0:2.25,296,2312
'0:0:2.3,281,2326
'0:0:2.35,290,2337
'0:0:2.4,298,2343
'0:0:2.45,291,2344
'0:0:2.5,344,2349
'0:0:2.55,563,2360
'0:0:2.6,621,2366
'0:0:2.65,502,2370
'0:0:2.7,387,2370
'0:0:2.75,322,2373
'0:0:2.8,351,2379
'0:0:2.85,376,2383
'0:0:2.9,341,2378
'0:0:2.95,296,2362
'0:0:3.0,285,2339
'0:0:3.05,295,2307
'0:0:3.1,297,2268
'0:0:3.15,300,2222
'0:0:3.2,468,2185
'0:0:3.25,619,2151
'0:0:3.3,562,2121
'0:0:3.35,442,2087
'0:0:3.4,351,2054
'0:0:3.45,332,2023
'0:0:3.5,368,1998
'0:0:3.55,349,1971
'0:0:3.6,303,1949
'0:0:3.65,281,1930
'0:0:3.7,279,1915
'0:0:3.75,288,1899
'0:0:3.8,287,1881
'0:0:3.85,316,1860
'0:0:3.9,540,1842
'0:0:3.95,637,1820
'0:0:4.0,541,1805
'0:0:4.05,427,1793
'0:0:4.1,350,1782
'0:0:4.15,341,1772
'0:0:4.2,358,1763
'0:0:4.25,333,1753
'0:0:4.3,290,1746
'0:0:4.35,278,1739
'0:0:4.4,281,1735
'0:0:4.45,285,1732
'0:0:4.5,293,1729
'0:0:4.55,291,1726
'0:0:4.6,286,1727
'0:0:4.65,281,1725
'0:0:4.7,275,1720
'0:0:4.75,350,1711
'0:0:4.8,647,1701
'0:0:4.85,720,1692
'0:0:4.9,578,1686
'0:0:4.95,462,1681
'0:0:5.0,381,1678
'0:0:5.05,354,1675
'0:0:5.1,358,1670
'0:0:5.15,334,1663
'0:0:5.2,296,1657
'0:0:5.25,285,1652
'0:0:5.3,284,1646
'0:0:5.35,285,1641
'0:0:5.4,288,1637
'0:0:5.45,286,1634
'0:0:5.5,285,1633
'0:0:5.55,279,1640
'0:0:5.6,275,1653
'0:0:5.65,274,1672
'0:0:5.7,268,1690
'0:0:5.75,431,1711
'0:0:5.8,672,1733
'0:0:5.85,629,1757
'0:0:5.9,483,1779
'0:0:5.95,398,1800
'0:0:6.0,352,1819
'0:0:6.05,356,1842
'0:0:6.1,355,1864
'0:0:6.15,318,1886
'0:0:6.2,286,1908
'0:0:6.25,285,1926
'0:0:6.3,287,1940
'0:0:6.35,289,1959
'0:0:6.4,289,1981
'0:0:6.45,288,2006
'0:0:6.5,293,2027
'0:0:6.55,282,2042
'0:0:6.6,275,2057
'0:0:6.65,436,2075
'0:0:6.7,601,2090
'0:0:6.75,551,2106
'0:0:6.8,426,2117
'0:0:6.85,337,2129
'0:0:6.9,322,2142
'0:0:6.95,360,2157
'0:0:7.0,355,2169
'0:0:7.05,315,2180
'0:0:7.1,292,2192
'0:0:7.15,291,2205
'0:0:7.2,293,2216
'0:0:7.25,302,2225
'0:0:7.3,300,2228
'0:0:7.35,289,2229
'0:0:7.4,358,2235
'0:0:7.45,542,2241
'0:0:7.5,562,2240
'0:0:7.55,462,2234
'0:0:7.6,362,2229
'0:0:7.65,316,2232
'0:0:7.7,356,2239
'0:0:7.75,369,2239
'0:0:7.8,335,2234
'0:0:7.85,302,2234
'0:0:7.9,288,2237
'0:0:7.95,293,2235
'0:0:8.0,302,2226
'0:0:8.05,296,2206
'0:0:8.1,335,2187
'0:0:8.15,521,2167
'0:0:8.2,570,2146
'0:0:8.25,481,2122
'0:0:8.3,389,2097
'0:0:8.35,333,2074
'0:0:8.4,350,2055
'0:0:8.45,366,2031
'0:0:8.5,335,2009
'0:0:8.55,301,1987
'0:0:8.6,294,1971
'0:0:8.65,299,1950
'0:0:8.7,300,1927
'0:0:8.75,300,1898
'0:0:8.8,343,1870
'0:0:8.85,531,1843
'0:0:8.9,572,1822
'0:0:8.95,482,1801
'0:0:9.0,394,1783
'0:0:9.05,338,1766
'0:0:9.1,345,1751
'0:0:9.15,357,1736
'0:0:9.2,332,1723
'0:0:9.25,301,1713
'0:0:9.3,289,1706
'0:0:9.35,291,1704
'0:0:9.4,297,1705
'0:0:9.45,301,1701
'0:0:9.5,292,1696
'0:0:9.55,305,1694
'0:0:9.6,510,1695
'0:0:9.65,611,1694
'0:0:9.7,530,1691
