,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,482,685
'0:0:0.05,552,686
'0:0:0.1,577,686
'0:0:0.15,552,686
'0:0:0.2,526,687
'0:0:0.25,498,686
'0:0:0.3,458,681
'0:0:0.35,420,678
'0:0:0.4,394,677
'0:0:0.45,372,676
'0:0:0.5,368,677
'0:0:0.55,359,678
'0:0:0.6,275,682
'0:0:0.65,99,688
'0:0:0.7,0,697
'0:0:0.75,26,701
'0:0:0.8,176,703
'0:0:0.85,244,703
'0:0:0.9,0,699
'0:0:0.95,134,695
'0:0:1.0,550,691
'0:0:1.05,186,690
'0:0:1.1,246,692
'0:0:1.15,630,692
'0:0:1.2,666,689
'0:0:1.25,599,686
'0:0:1.3,530,684
'0:0:1.35,520,683
'0:0:1.4,530,688
'0:0:1.45,573,690
'0:0:1.5,642,687
'0:0:1.55,610,684
'0:0:1.6,568,681
'0:0:1.65,548,678
'0:0:1.7,536,676
'0:0:1.75,538,676
'0:0:1.8,500,676
'0:0:1.85,441,676
'0:0:1.9,410,675
'0:0:1.95,393,674
'0:0:2.0,397,674
'0:0:2.05,393,675
'0:0:2.1,385,679
'0:0:2.15,392,682
'0:0:2.2,455,680
'0:0:2.25,458,675
'0:0:2.3,427,674
'0:0:2.35,430,675
'0:0:2.4,446,676
'0:0:2.45,422,678
'0:0:2.5,374,683
'0:0:2.55,290,687
'0:0:2.6,280,691
'0:0:2.65,322,693
'0:0:2.7,333,696
'0:0:2.75,353,702
'0:0:2.8,355,711
'0:0:2.85,353,721
'0:0:2.9,419,730
'0:0:2.95,468,737
'0:0:3.0,444,745
'0:0:3.05,415,752
'0:0:3.1,390,761
'0:0:3.15,355,771
'0:0:3.2,346,782
'0:0:3.25,362,792
'0:0:3.3,361,804
'0:0:3.35,353,814
'0:0:3.4,360,828
'0:0:3.45,359,843
'0:0:3.5,356,859
'0:0:3.55,387,875
'0:0:3.6,453,889
'0:0:3.65,447,897
'0:0:3.7,414,905
'0:0:3.75,401,915
'0:0:3.8,392,926
'0:0:3.85,392,939
'0:0:3.9,381,951
'0:0:3.95,372,961
'0:0:4.0,370,972
'0:0:4.05,377,983
'0:0:4.1,381,994
'0:0:4.15,391,1006
'0:0:4.2,401,1020
'0:0:4.25,435,1030
'0:0:4.3,448,1040
'0:0:4.35,418,1050
'0:0:4.4,385,1058
'0:0:4.45,362,1066
'0:0:4.5,353,1075
'0:0:4.55,365,1085
'0:0:4.6,365,1097
'0:0:4.65,356,1106
'0:0:4.7,339,1114
'0:0:4.75,344,1122
'0:0:4.8,353,1130
'0:0:4.85,362,1142
'0:0:4.9,402,1152
'0:0:4.95,418,1155
'0:0:5.0,397,1158
'0:0:5.05,369,1159
'0:0:5.1,358,1159
'0:0:5.15,365,1160
'0:0:5.2,379,1159
'0:0:5.25,375,1158
'0:0:5.3,361,1155
'0:0:5.35,352,1147
'0:0:5.4,350,1129
'0:0:5.45,347,1106
'0:0:5.5,352,1080
'0:0:5.55,368,1056
'0:0:5.6,422,1030
'0:0:5.65,413,1007
'0:0:5.7,380,982
'0:0:5.75,367,960
'0:0:5.8,358,941
'0:0:5.85,359,924
'0:0:5.9,354,904
'0:0:5.95,347,886
'0:0:6.0,344,869
'0:0:6.05,338,853
'0:0:6.1,340,837
'0:0:6.15,339,821
'0:0:6.2,341,805
'0:0:6.25,369,792
'0:0:6.3,419,778
'0:0:6.35,404,768
'0:0:6.4,380,759
'0:0:6.45,368,752
'0:0:6.5,354,744
'0:0:6.55,354,737
'0:0:6.6,359,728
'0:0:6.65,351,721
'0:0:6.7,344,715
'0:0:6.75,343,711
'0:0:6.8,339,708
'0:0:6.85,339,707
'0:0:6.9,342,709
'0:0:6.95,367,710
'0:0:7.0,427,708
'0:0:7.05,422,707
'0:0:7.1,383,705
'0:0:7.15,368,706
'0:0:7.2,356,708
'0:0:7.25,355,711
'0:0:7.3,354,712
'0:0:7.35,347,710
'0:0:7.4,343,708
'0:0:7.45,342,706
'0:0:7.5,343,705
'0:0:7.55,350,707
'0:0:7.6,343,708
'0:0:7.65,343,707
'0:0:7.7,368,702
'0:0:7.75,414,696
'0:0:7.8,396,690
'0:0:7.85,367,687
'0:0:7.9,364,685
'0:0:7.95,362,683
'0:0:8.0,360,682
'0:0:8.05,348,680
'0:0:8.1,342,678
'0:0:8.15,336,678
'0:0:8.2,336,680
'0:0:8.25,342,682
'0:0:8.3,339,682
'0:0:8.35,341,682
'0:0:8.4,343,682
'0:0:8.45,381,682
'0:0:8.5,425,680
'0:0:8.55,409,677
'0:0:8.6,377,675
'0:0:8.65,360,674
'0:0:8.7,349,672
'0:0:8.75,358,672
'0:0:8.8,357,673
'0:0:8.85,356,672
'0:0:8.9,353,670
'0:0:8.95,348,670
'0:0:9.0,348,671
'0:0:9.05,353,674
'0:0:9.1,351,677
'0:0:9.15,351,681
'0:0:9.2,392,685
'0:0:9.25,434,686
'0:0:9.3,413,688
'0:0:9.35,384,686
'0:0:9.4,374,681
'0:0:9.45,373,676
'0:0:9.5,373,674
'0:0:9.55,366,674
'0:0:9.6,360,674
'0:0:9.65,355,677
'0:0:9.7,352,682
'0:0:9.75,351,687
'0:0:9.8,350,689
'0:0:9.85,344,691
'0:0:9.9,344,698
'0:0:9.95,390,704
'0:0:10.0,433,708
'0:0:10.05,412,714
'0:0:10.1,389,720
'0:0:10.15,376,725
'0:0:10.2,366,731
'0:0:10.25,365,737
'0:0:10.3,360,744
'0:0:10.35,349,750
'0:0:10.4,349,760
