,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,376,426
'0:0:0.05,350,427
'0:0:0.1,340,428
'0:0:0.15,377,427
'0:0:0.2,457,427
'0:0:0.25,455,426
'0:0:0.3,423,421
'0:0:0.35,399,418
'0:0:0.4,386,414
'0:0:0.45,385,411
'0:0:0.5,376,408
'0:0:0.55,359,406
'0:0:0.6,348,403
'0:0:0.65,345,400
'0:0:0.7,348,397
'0:0:0.75,345,395
'0:0:0.8,359,394
'0:0:0.85,411,392
'0:0:0.9,410,391
'0:0:0.95,382,394
'0:0:1.0,368,395
'0:0:1.05,357,395
'0:0:1.1,360,394
'0:0:1.15,358,395
'0:0:1.2,355,395
'0:0:1.25,350,393
'0:0:1.3,343,391
'0:0:1.35,341,390
'0:0:1.4,343,391
'0:0:1.45,350,390
'0:0:1.5,392,389
'0:0:1.55,409,387
'0:0:1.6,382,384
'0:0:1.65,368,382
'0:0:1.7,361,381
'0:0:1.75,367,381
'0:0:1.8,368,379
'0:0:1.85,359,377
'0:0:1.9,353,377
'0:0:1.95,350,378
'0:0:2.0,344,378
'0:0:2.05,337,378
'0:0:2.1,345,381
'0:0:2.15,372,383
'0:0:2.2,402,382
'0:0:2.25,388,382
'0:0:2.3,367,382
'0:0:2.35,357,383
'0:0:2.4,353,383
'0:0:2.45,358,384
'0:0:2.5,355,387
'0:0:2.55,349,390
'0:0:2.6,347,393
'0:0:2.65,348,396
'0:0:2.7,349,400
'0:0:2.75,352,406
'0:0:2.8,356,411
'0:0:2.85,390,414
'0:0:2.9,401,418
'0:0:2.95,377,424
'0:0:3.0,369,433
'0:0:3.05,362,444
'0:0:3.1,362,456
'0:0:3.15,361,465
'0:0:3.2,354,475
'0:0:3.25,353,486
'0:0:3.3,354,497
'0:0:3.35,356,507
'0:0:3.4,351,517
'0:0:3.45,352,523
'0:0:3.5,368,530
'0:0:3.55,396,537
'0:0:3.6,387,544
'0:0:3.65,368,550
'0:0:3.7,360,557
'0:0:3.75,355,566
'0:0:3.8,362,575
'0:0:3.85,360,583
'0:0:3.9,358,591
'0:0:3.95,359,598
'0:0:4.0,354,604
'0:0:4.05,353,610
'0:0:4.1,352,616
'0:0:4.15,360,623
'0:0:4.2,395,629
'0:0:4.25,390,636
'0:0:4.3,372,646
'0:0:4.35,361,659
'0:0:4.4,359,674
'0:0:4.45,364,690
'0:0:4.5,362,712
'0:0:4.55,356,732
'0:0:4.6,357,754
'0:0:4.65,355,774
'0:0:4.7,353,795
'0:0:4.75,358,814
'0:0:4.8,373,836
'0:0:4.85,397,856
'0:0:4.9,385,877
'0:0:4.95,370,895
'0:0:5.0,359,913
'0:0:5.05,356,928
'0:0:5.1,361,944
'0:0:5.15,357,961
'0:0:5.2,352,977
'0:0:5.25,351,991
'0:0:5.3,350,1007
'0:0:5.35,355,1026
'0:0:5.4,361,1046
'0:0:5.45,389,1061
'0:0:5.5,399,1077
'0:0:5.55,381,1092
'0:0:5.6,370,1108
'0:0:5.65,362,1120
'0:0:5.7,362,1131
'0:0:5.75,365,1139
'0:0:5.8,360,1142
'0:0:5.85,357,1139
'0:0:5.9,354,1141
'0:0:5.95,356,1148
'0:0:6.0,356,1147
'0:0:6.05,368,1147
'0:0:6.1,398,1147
'0:0:6.15,392,1138
'0:0:6.2,375,1116
'0:0:6.25,368,1086
'0:0:6.3,362,1052
'0:0:6.35,365,1019
'0:0:6.4,364,988
'0:0:6.45,360,966
'0:0:6.5,355,938
'0:0:6.55,353,907
'0:0:6.6,353,876
'0:0:6.65,356,852
'0:0:6.7,375,832
'0:0:6.75,406,814
'0:0:6.8,388,790
'0:0:6.85,365,766
'0:0:6.9,357,745
'0:0:6.95,353,727
'0:0:7.0,359,707
'0:0:7.05,361,689
'0:0:7.1,355,672
'0:0:7.15,354,659
'0:0:7.2,356,643
'0:0:7.25,352,628
'0:0:7.3,349,615
'0:0:7.35,358,604
'0:0:7.4,388,588
'0:0:7.45,390,573
'0:0:7.5,371,560
'0:0:7.55,362,551
'0:0:7.6,357,543
'0:0:7.65,357,532
'0:0:7.7,358,521
'0:0:7.75,352,512
'0:0:7.8,350,503
'0:0:7.85,349,496
'0:0:7.9,349,490
'0:0:7.95,349,484
'0:0:8.0,349,478
'0:0:8.05,359,473
'0:0:8.1,393,468
'0:0:8.15,387,464
'0:0:8.2,369,463
'0:0:8.25,362,463
'0:0:8.3,356,463
'0:0:8.35,354,460
'0:0:8.4,355,457
'0:0:8.45,351,455
'0:0:8.5,346,454
'0:0:8.55,345,454
'0:0:8.6,346,454
'0:0:8.65,347,456
'0:0:8.7,345,457
'0:0:8.75,351,456
'0:0:8.8,387,452
'0:0:8.85,398,451
'0:0:8.9,378,451
'0:0:8.95,366,451
'0:0:9.0,355,450
'0:0:9.05,354,448
'0:0:9.1,355,449
'0:0:9.15,351,452
'0:0:9.2,347,456
'0:0:9.25,344,459
'0:0:9.3,345,458
'0:0:9.35,346,457
'0:0:9.4,349,457
'0:0:9.45,352,457
'0:0:9.5,371,456
'0:0:9.55,402,454
'0:0:9.6,392,451
'0:0:9.65,374,451
'0:0:9.7,365,451
'0:0:9.75,360,451
'0:0:9.8,362,452
'0:0:9.85,361,452
'0:0:9.9,355,451
'0:0:9.95,351,451
'0:0:10.0,351,451
'0:0:10.05,350,451
'0:0:10.1,348,453
'0:0:10.15,347,456
'0:0:10.2,352,459
'0:0:10.25,387,458
'0:0:10.3,401,456
'0:0:10.35,378,456
'0:0:10.4,366,458
'0:0:10.45,361,462
