Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
3332	160	-1168	15952	9.760	-71.248	973.072	-544	
8317	624	224	17344	38.064	13.664	1057.984	-592	
13304	2656	1264	15472	162.016	77.104	943.792	-528	
18290	320	-416	17744	19.520	-25.376	1082.384	-576	
23277	640	-912	17344	39.040	-55.632	1057.984	-544	
28264	1376	416	17552	83.936	25.376	1070.672	-576	
33250	1936	224	16784	118.096	13.664	1023.824	-560	
38238	576	-368	17552	35.136	-22.448	1070.672	-528	
43224	1200	160	17152	73.200	9.760	1046.272	-544	
48210	1456	176	16640	88.816	10.736	1015.040	-560	
53197	912	-208	17856	55.632	-12.688	1089.216	-592	
58184	1104	112	17056	67.344	6.832	1040.416	-560	
63170	1264	96	16928	77.104	5.856	1032.608	-576	
68157	576	-256	17136	35.136	-15.616	1045.296	-592	
73144	912	16	16672	55.632	0.976	1016.992	-576	
78130	1856	208	17024	113.216	12.688	1038.464	-560	
83116	544	-256	16544	33.184	-15.616	1009.184	-560	
88101	-64	-304	16736	-3.904	-18.544	1020.896	-560	
93088	352	112	16544	21.472	6.832	1009.184	-560	
98074	1168	496	16240	71.248	30.256	990.640	-544	
103061	640	-80	16880	39.040	-4.880	1029.680	-576	
108047	704	-336	17024	42.944	-20.496	1038.464	-576	
113033	1392	-80	17248	84.912	-4.880	1052.128	-560	
118020	1408	32	17376	85.888	1.952	1059.936	-560	
123007	1152	-144	17344	70.272	-8.784	1057.984	-528	
127993	1040	32	17136	63.440	1.952	1045.296	-560	
132980	928	-32	17040	56.608	-1.952	1039.440	-544	
137967	784	-48	16912	47.824	-2.928	1031.632	-560	
142953	880	80	16736	53.680	4.880	1020.896	-560	
147939	880	-32	16672	53.680	-1.952	1016.992	-560	
152924	896	-32	16784	54.656	-1.952	1023.824	-576	
157910	1040	32	16960	63.440	1.952	1034.560	-544	
162896	944	0	17072	57.584	0.000	1041.392	-560	
167882	976	0	17104	59.536	0.000	1043.344	-576	
172868	1040	-16	17056	63.440	-0.976	1040.416	-544	
177854	1024	48	17248	62.464	2.928	1052.128	-560	
182839	1008	-64	17072	61.488	-3.904	1041.392	-560	
187826	1072	-16	16960	65.392	-0.976	1034.560	-544	
192813	944	48	16960	57.584	2.928	1034.560	-560	
197799	864	-32	16944	52.704	-1.952	1033.584	-544	
202784	880	-48	16928	53.680	-2.928	1032.608	-544	
207770	896	16	16944	54.656	0.976	1033.584	-544	
212755	1008	-16	16864	61.488	-0.976	1028.704	-560	
217743	944	0	16992	57.584	0.000	1036.512	-544	
222729	928	-48	16960	56.608	-2.928	1034.560	-512	
227716	976	32	17024	59.536	1.952	1038.464	-560	
232703	1008	48	16960	61.488	2.928	1034.560	-528	
237689	992	-32	17056	60.512	-1.952	1040.416	-544	
242675	944	-64	16992	57.584	-3.904	1036.512	-544	
247660	960	0	17008	58.560	0.000	1037.488	-560	
252648	944	16	16992	57.584	0.976	1036.512	-560	
257634	976	-32	16960	59.536	-1.952	1034.560	-528	
262619	976	16	16992	59.536	0.976	1036.512	-544	
267604	944	-64	17040	57.584	-3.904	1039.440	-528	
272589	960	-16	16992	58.560	-0.976	1036.512	-528	
277575	928	0	16944	56.608	0.000	1033.584	-560	
282563	928	0	16928	56.608	0.000	1032.608	-576	
287549	928	48	16960	56.608	2.928	1034.560	-560	
292534	976	-16	16976	59.536	-0.976	1035.536	-544	
297519	960	0	17008	58.560	0.000	1037.488	-544	
302505	928	16	16992	56.608	0.976	1036.512	-544	
307492	960	32	17072	58.560	1.952	1041.392	-528	
312479	976	0	16992	59.536	0.000	1036.512	-544	
317465	928	-32	17024	56.608	-1.952	1038.464	-512	
322451	976	-32	17056	59.536	-1.952	1040.416	-544	
327438	912	0	16928	55.632	0.000	1032.608	-528	
332424	912	32	16928	55.632	1.952	1032.608	-544	
337411	880	0	16944	53.680	0.000	1033.584	-560	
342397	912	64	16960	55.632	3.904	1034.560	-560	
347384	928	48	16928	56.608	2.928	1032.608	-560	
352371	960	32	17008	58.560	1.952	1037.488	-560	
357359	960	48	17008	58.560	2.928	1037.488	-544	
362345	992	0	17056	60.512	0.000	1040.416	-576	
367332	944	0	17120	57.584	0.000	1044.320	-560	
372317	1008	-64	17056	61.488	-3.904	1040.416	-544	
377305	1008	-48	16992	61.488	-2.928	1036.512	-576	
382291	960	-48	16944	58.560	-2.928	1033.584	-528	
387277	896	-48	16960	54.656	-2.928	1034.560	-544	
392264	896	32	16928	54.656	1.952	1032.608	-576	
397251	912	-16	16944	55.632	-0.976	1033.584	-528	
402237	928	-32	16960	56.608	-1.952	1034.560	-560	
407223	976	-16	16976	59.536	-0.976	1035.536	-560	
412208	992	0	17024	60.512	0.000	1038.464	-528	
417196	1024	-48	17056	62.464	-2.928	1040.416	-560	
422181	1056	0	17024	64.416	0.000	1038.464	-544	
427166	992	-16	17008	60.512	-0.976	1037.488	-544	
432153	944	-32	16992	57.584	-1.952	1036.512	-528	
437139	944	-48	16960	57.584	-2.928	1034.560	-544	
442125	960	-16	16944	58.560	-0.976	1033.584	-576	
447111	944	-80	16960	57.584	-4.880	1034.560	-576	
452098	960	16	16928	58.560	0.976	1032.608	-544	
457084	928	0	16992	56.608	0.000	1036.512	-592	
462070	944	-80	16976	57.584	-4.880	1035.536	-592	
